locale	calendar	skeleton	pattern
ky	dangi	JJm	HH:mm
ky	dangi	Jm	HH:mm
ky	dangi	hhm	hh:mm a
ky	dangi	yMMMMEEEEdvvvv	r(U) MMMM d, EEEE vvvv
ky	dangi	yyMd	rr-MM-dd
ky	ethiopic	C	HH
ky	ethiopic	GGGGGyMd	GGGGG y-MM-dd
ky	ethiopic	yMdE	GGGGG y-dd-MM, E
ky	gregorian	Hms	HH:mm:ss
ky	gregorian	J	HH
ky	gregorian	hmszz	h:mm:ss a zz
ky	gregorian	yMv	y-MM v
ky	gregorian	zzz	zzz
ky	hebrew	BBBBhm	h:mm BBBB
ky	indian	Bhm	h:mm B
ky	indian	G	G
ky	indian	GGGyMd	GGG y-MM-dd
ky	indian	yMMMMdv	G y-'ж'. d-MMMM v
ky	indian	yMdE	GGGGG y-dd-MM, E
ky	islamic	CCCCCC	HH
ky	islamic	H	HH
ky	islamic	vvvv	vvvv
ky	islamic	yMMM	G y-'ж'. MMM
ky	islamic-civil	Cm	HH:mm
ky	islamic-civil	hmszz	h:mm:ss a zz
ky	islamic-civil	z	z
ky	islamic-rgsa	B	B
ky	islamic-rgsa	BBBBB	BBBBB
ky	islamic-rgsa	JJJ	HH
ky	islamic-rgsa	JJJJJ	HH
ky	islamic-rgsa	hmszzzz	h:mm:ss a zzzz
ky	islamic-rgsa	j	HH
ky	islamic-rgsa	jjjjj	HH
ky	islamic-rgsa	zzzzz	zzzzz
ky	islamic-tbla	B	B
ky	islamic-tbla	BBBBB	BBBBB
ky	islamic-tbla	Bhh	hh B
ky	islamic-tbla	CCCm	HH:mm
ky	islamic-tbla	JJJJJ	HH
ky	islamic-tbla	hmszzzz	h:mm:ss a zzzz
ky	islamic-tbla	j	HH
ky	islamic-tbla	jjjjj	HH
ky	islamic-tbla	zzzzz	zzzzz
ky	islamic-umalqura	BBBBBhm	h:mm BBBBB
ky	islamic-umalqura	BBBBhm	h:mm BBBB
ky	islamic-umalqura	CCCCC	HH
ky	islamic-umalqura	GGG	GGG
ky	islamic-umalqura	GGGGG	GGGGG
ky	islamic-umalqura	GGGGGyMd	GGGGG y-MM-dd
ky	japanese	EEEEE	ccccc
ky	japanese	JJJJm	HH:mm
ky	japanese	M	L
ky	japanese	MMMMM	LLLLL
ky	japanese	QQQQQ	QQQQQ
ky	japanese	yMM	G y-MM
ky	japanese	yQQQQ	G y-'ж'. QQQQ
ky	japanese	yyMd	GGGGG yy-dd-MM
ky	persian	BBBB	BBBB
ky	persian	CC	HH
ky	persian	EEEEEE	cccccc
ky	persian	GGGG	GGGG
ky	persian	H	HH
ky	persian	HH	HH
ky	persian	JJJJJJ	HH
ky	persian	MM	LL
ky	persian	QQQQ	QQQQ
ky	persian	hmszzz	h:mm:ss a zzz
ky	persian	jjjj	HH
ky	persian	yMdEEEEEE	GGGGG y-dd-MM, EEEEEE
ky	persian	yMdHmsv	GGGGG y-dd-MM HH:mm:ss v
ky	persian	yQQQ	G y-'ж'. QQQ
ky	persian	yyyy	y-G
ky	persian	zz	zz
ky	roc	B	B
ky	roc	BBBBB	BBBBB
ky	roc	Cm	HH:mm
ky	roc	JJJ	HH
ky	roc	JJJJJ	HH
ky	roc	j	HH
ky	roc	jjjjj	HH
ky	roc	zzzzz	zzzzz
lo	buddhist	hms	h:mm:ss a
lo	buddhist	hmszzzz	h:mm:ss a zzzz
lo	buddhist	jjj	HH
lo	chinese	BBBBB	BBBBB
lo	chinese	JJJ	HH
lo	chinese	JJJJJ	HH
lo	chinese	jjjjj	HH
lo	chinese	z	z
lo	chinese	zzzzz	zzzzz
lo	coptic	CCCCCCm	HH:mm
lo	coptic	CCm	HH:mm
lo	coptic	HHm	HH:mm
lo	coptic	JJJJJJm	HH:mm
lo	coptic	JJJm	HH:mm
lo	coptic	M	L
lo	coptic	QQQ	QQQ
lo	coptic	yMMMM	G MMMM y
lo	dangi	CCCCCC	HH
lo	dangi	GG	GG
lo	dangi	H	HH
lo	dangi	QQ	QQ
lo	dangi	UUUU	r(U)
lo	dangi	hmm	h:mm a
lo	dangi	hmsz	h:mm:ss a z
lo	dangi	jj	HH
lo	dangi	yMdEEEE	r-MM-dd, EEEE
lo	dangi	yQ	r(U) QQQ
lo	dangi	yy	rr(U)
lo	ethiopic	CCCCCC	HH
lo	ethiopic	UUUU	G y
lo	ethiopic	hmsz	h:mm:ss a z
lo	gregorian	CCCCm	HH:mm
lo	gregorian	JJJm	HH:mm
lo	gregorian	U	y
lo	gregorian	jm	HH:mm
lo	hebrew	EEEE	cccc
lo	hebrew	GGGGyMd	d/M/GGGG y
lo	hebrew	H	HH
lo	hebrew	JJ	HH
lo	hebrew	JJJJ	HH
lo	hebrew	hh	hh ໂມງa
lo	hebrew	hmm	h:mm a
lo	hebrew	hmszzzzz	h:mm:ss a zzzzz
lo	hebrew	mm	mm
lo	hebrew	yM	G M/y
lo	hebrew	yMdEEEEEE	EEEEEE, G d/M/y
lo	indian	CC	HH
lo	indian	HH	HH
lo	indian	MM	LL
lo	indian	d	d
lo	indian	vvvv	vvvv
lo	indian	yMMM	G MMM y
lo	indian	yMdEEEEEE	EEEEEE, G d/M/y
lo	indian	yMdHmsv	G d/M/y, HH:mm:ss v
lo	indian	zz	zz
lo	islamic	BBBBhm	h:mm BBBB
lo	islamic	C	H
lo	islamic	CCC	H
lo	islamic	GGGGGyMd	d/M/GGGGG y
lo	islamic	GyMd	d/M/GGGGG y
lo	islamic	HmsS	HH:mm:ss,S
lo	islamic	hm	h mm a
lo	islamic-civil	CCCCCCm	H:mm
lo	islamic-civil	EEEEE	ccccc
lo	islamic-civil	JJJJJm	H:mm
lo	islamic-civil	JJJJm	H:mm
lo	islamic-civil	JJm	H:mm
lo	islamic-civil	M	L
lo	islamic-civil	MMMMM	LLLLL
lo	islamic-civil	QQQQQ	QQQQQ
lo	islamic-civil	hhm	hh mm a
lo	islamic-civil	jjjjjm	H:mm
lo	islamic-civil	jjjm	H:mm
lo	islamic-civil	yMMMMd	G d MMMM y
lo	islamic-civil	yQQQQ	QQQQ y
lo	islamic-rgsa	CCC	H
lo	islamic-rgsa	G	G
lo	islamic-rgsa	GGGyMd	d/M/GGG y
lo	islamic-rgsa	Hm	H:mm
lo	islamic-rgsa	hmss	h:mm:ss a
lo	islamic-tbla	G	G
lo	islamic-tbla	GGGGGyMd	d/M/GGGGG y
lo	islamic-tbla	yMdE	E M/d/y
lo	islamic-umalqura	EEEE	cccc
lo	islamic-umalqura	GGGGyMd	d/M/GGGG y
lo	islamic-umalqura	H	H
lo	islamic-umalqura	JJJJ	H
lo	islamic-umalqura	dd	dd
lo	islamic-umalqura	hmm	h mm a
lo	islamic-umalqura	ss	ss
lo	islamic-umalqura	yMdEEEEEE	EEEEEE M/d/y
lo	islamic-umalqura	yMdHmsv	G d/M/y, HH:mm:ss v
lo	japanese	BBBBB	BBBBB
lo	japanese	J	HH
lo	japanese	JJJ	HH
lo	japanese	JJJJJ	HH
lo	japanese	jjjjj	HH
lo	japanese	zzzzz	zzzzz
lo	persian	GGGGGyMd	d/M/GGGGG y
lo	persian	yMMMMdhmsvvvv	G d MMMM y, h:mm:ss a vvvv
lo	roc	Cms	HH:mm:ss
lo	roc	E	ccc
lo	roc	EEEEE	ccccc
lo	roc	JJJJm	HH:mm
lo	roc	JJJm	HH:mm
lo	roc	MMM	LLL
lo	roc	MMMMM	LLLLL
lo	roc	QQQQQ	QQQQQ
lo	roc	jjm	HH:mm
lo	roc	m	m
lo	roc	yMMMMEEEEd	EEEE, G d MMMM y
lo	roc	yQQQQ	G y QQQQ
lt	buddhist	G	G
lt	buddhist	GGG	GGG
lt	buddhist	hm	h:mm a
lt	buddhist	hmss	h:mm:ss a
lt	chinese	JJm	HH:mm
lt	chinese	U	U
lt	chinese	hhm	hh:mm a
lt	chinese	yyyyMd	y-MM-dd
lt	coptic	Bh	h B
lt	coptic	CCCm	HH:mm
lt	coptic	hms	h:mm:ss a
lt	coptic	jjj	HH
lt	coptic	z	z
lt	dangi	BBBBhm	h:mm BBBB
lt	dangi	s	s
lt	ethiopic	E	ccc
lt	ethiopic	JJJJJm	HH:mm
lt	ethiopic	jjjjjm	HH:mm
lt	ethiopic	jjjjm	HH:mm
lt	ethiopic	jjjm	HH:mm
lt	ethiopic	m	m
lt	ethiopic	yMMMMd	y MMMM d G
lt	gregorian	CC	HH
lt	gregorian	EEEE	cccc
lt	gregorian	EEEEEE	cccccc
lt	gregorian	HH	HH
lt	gregorian	JJJJ	HH
lt	gregorian	JJJJJJ	HH
lt	gregorian	MM	MM
lt	gregorian	h	hh a
lt	gregorian	hmszzz	hh:mm:ss a; zzz
lt	gregorian	yMdEEEE	y-MM-dd, EEEE
lt	gregorian	zz	zz
lt	hebrew	CCCCCCm	HH:mm
lt	hebrew	JJm	HH:mm
lt	hebrew	Q	Q
lt	hebrew	hhm	hh:mm a
lt	hebrew	y	y G
lt	indian	Cms	HH:mm:ss
lt	indian	MMM	LLL
lt	indian	U	y G
lt	indian	jjjm	HH:mm
lt	indian	jjm	HH:mm
lt	indian	yMMMMEEEEdvvvv	y MMMM d G, EEEE vvvv
lt	islamic	Hms	HH:mm:ss
lt	islamic	yMv	y MM G v
lt	islamic	zzz	zzz
lt	islamic-civil	EEEE	cccc
lt	islamic-civil	GGyMd	y-MM-dd GG
lt	islamic-civil	JJ	HH
lt	islamic-civil	JJJJ	HH
lt	islamic-civil	h	h a
lt	islamic-civil	hh	hh a
lt	islamic-civil	hmszzzzz	h:mm:ss a zzzzz
lt	islamic-civil	mm	mm
lt	islamic-civil	yM	y MM G
lt	islamic-rgsa	JJ	HH
lt	islamic-rgsa	d	d
lt	islamic-rgsa	hh	hh a
lt	islamic-rgsa	jjjjjj	HH
lt	islamic-rgsa	mm	mm
lt	islamic-rgsa	vvvv	vvvv
lt	islamic-rgsa	yM	y MM G
lt	islamic-rgsa	yMMM	y MMM G
lt	islamic-rgsa	yMMMMM	y MMMMM G
lt	islamic-tbla	EEEE	cccc
lt	islamic-tbla	JJ	HH
lt	islamic-tbla	JJJJ	HH
lt	islamic-tbla	d	d
lt	islamic-tbla	hh	hh a
lt	islamic-tbla	jjjjjj	HH
lt	islamic-tbla	mm	mm
lt	islamic-tbla	yM	y MM G
lt	islamic-tbla	yMMMMM	y MMMMM G
lt	islamic-umalqura	CCCCCCm	HH:mm
lt	islamic-umalqura	CCCCm	HH:mm
lt	islamic-umalqura	M	LL
lt	islamic-umalqura	jjjm	HH:mm
lt	islamic-umalqura	jm	HH:mm
lt	islamic-umalqura	yMM	y MM G
lt	islamic-umalqura	yMMMMEEEEd	y MMMM d G, EEEE
lt	islamic-umalqura	yMMMMEEEEdvvvv	y MMMM d G, EEEE vvvv
lt	japanese	yMMMMdv	y MMMM d G v
lt	persian	Bh	h B
lt	persian	Bhh	hh B
lt	roc	EEEE	cccc
lt	roc	JJJJ	HH
lt	roc	d	d
lt	roc	hmszzzzz	h:mm:ss a zzzzz
lv	buddhist	EEEEE	ccccc
lv	buddhist	JJJJm	HH:mm
lv	buddhist	JJm	HH:mm
lv	buddhist	MMMMM	LLLLL
lv	buddhist	QQQQQ	QQQQQ
lv	buddhist	hhm	hh:mm a
lv	buddhist	jjjjjjm	HH:mm
lv	buddhist	yQQQQ	y. 'gada' QQQQ G
lv	chinese	C	HH
lv	chinese	Hm	HH:mm
lv	chinese	hmss	h:mm:ss a
lv	chinese	yMMMMdhmsvvvv	r(U) MMMM d h:mm:ss a vvvv
lv	coptic	BBBB	BBBB
lv	coptic	CCCCCC	HH
lv	coptic	GG	GG
lv	coptic	GGGG	GGGG
lv	coptic	H	HH
lv	coptic	QQ	QQ
lv	coptic	QQQQ	QQQQ
lv	coptic	hmszzzzz	h:mm:ss a zzzzz
lv	coptic	jj	HH
lv	coptic	jjjj	HH
lv	coptic	yQ	y. 'g'. QQQ G
lv	coptic	yQQQ	y. 'g'. QQQ G
lv	coptic	yy	yy. 'g'. G
lv	coptic	yyyy	y. 'g'. G
lv	dangi	JJm	HH:mm
lv	dangi	U	r(U)
lv	dangi	hhm	hh:mm a
lv	dangi	yMMMMEEEEd	r(U) MMMM d, EEEE
lv	ethiopic	Bhm	h:mm B
lv	ethiopic	G	G
lv	ethiopic	GGGyMd	dd-MM-y GGG
lv	gregorian	BBBBB	BBBBB
lv	gregorian	Bhh	hh B
lv	gregorian	CCCCCm	HH:mm
lv	gregorian	CCCm	HH:mm
lv	gregorian	JJJJJ	HH
lv	gregorian	jjjjj	HH
lv	gregorian	v	v
lv	gregorian	zzzzz	zzzzz
lv	hebrew	Bhm	h:mm B
lv	hebrew	CCCCC	HH
lv	hebrew	G	G
lv	hebrew	GGGGG	GGGGG
lv	hebrew	GyMd	dd-MM-y GGGGG
lv	hebrew	HmsS	HH:mm:ss,S
lv	hebrew	hm	h:mm a
lv	hebrew	yMMMMdhmsvvvv	y. 'g'. d. MMMM G, h:mm:ss a vvvv
lv	indian	BBBBBhm	h:mm BBBBB
lv	indian	GGG	GGG
lv	indian	GGGGGyMd	dd-MM-y GGGGG
lv	indian	s	s
lv	islamic	CCCC	HH
lv	islamic	H	HH
lv	islamic	MMMM	LLLL
lv	islamic	dd	dd
lv	islamic	ss	ss
lv	islamic	yMdEEEE	EEEE, d.M.y. G
lv	islamic	yMdd	dd.MM.y. G
lv	islamic	zzzz	zzzz
lv	islamic-civil	hms	h:mm:ss a
lv	islamic-civil	jjj	HH
lv	islamic-rgsa	J	HH
lv	islamic-tbla	Bh	h B
lv	islamic-tbla	J	HH
lv	islamic-tbla	JJJ	HH
lv	islamic-tbla	hmszz	h:mm:ss a zz
lv	islamic-umalqura	BBBBhm	h:mm BBBB
lv	islamic-umalqura	C	HH
lv	islamic-umalqura	GGGGGyMd	dd-MM-y GGGGG
lv	japanese	CCCCCCm	HH:mm
lv	japanese	JJJJJJm	HH:mm
lv	japanese	MMM	LLL
lv	japanese	Q	Q
lv	japanese	jjjjm	HH:mm
lv	japanese	jjjm	HH:mm
lv	japanese	jm	HH:mm
lv	japanese	y	y. 'g'. G
lv	japanese	yyyyMd	d.MM.y. G
lv	persian	CCCCCC	HH
lv	persian	JJ	HH
lv	persian	UUUU	y. 'g'. G
lv	persian	hh	hh a
lv	persian	hmsz	h:mm:ss a z
lv	persian	mm	mm
lv	persian	yM	MM.y. G
lv	persian	yMd	d.MM.y. G
lv	roc	BBBBB	BBBBB
lv	roc	Bhh	hh B
lv	roc	CCCm	HH:mm
lv	roc	JJJJJ	HH
lv	roc	jjjjj	HH
lv	roc	v	v
lv	roc	zzzzz	zzzzz
mk	buddhist	CCCCm	H:mm
mk	buddhist	jjjm	H:mm
mk	buddhist	jm	H:mm
mk	buddhist	yMM	MM.y 'г'. G
mk	buddhist	yMMMMEEEEdvvvv	EEEE, dd MMMM y 'г'. G vvvv
mk	chinese	BBBBhm	h:mm BBBB
mk	chinese	Bhm	h:mm B
mk	chinese	yMMMMdv	r(U) MMMM d v
mk	coptic	CCCC	H
mk	coptic	EEEEEE	EEEEEE
mk	coptic	JJ	H
mk	coptic	JJJJJJ	H
mk	coptic	MMMM	LLLL
mk	coptic	hh	hh a
mk	coptic	mm	mm
mk	coptic	yM	M.y 'г'. G
mk	coptic	yMdd	dd.M.y 'г'. G
mk	coptic	zzzz	zzzz
mk	dangi	EEEEE	ccccc
mk	dangi	JJJJJm	HH:mm
mk	dangi	JJJJm	HH:mm
mk	dangi	M	L
mk	dangi	MMMMM	LLLLL
mk	dangi	QQQQQ	QQQQQ
mk	dangi	jjjjjm	HH:mm
mk	dangi	yMMMMEEEEd	r(U) MMMM d, EEEE
mk	dangi	yMMMMd	r(U) MMMM d
mk	dangi	yQQQQ	r(U) QQQQ
mk	ethiopic	BBBBhm	h:mm BBBB
mk	ethiopic	G	G
mk	ethiopic	hm	h:mm a
mk	ethiopic	yMdE	E, d.M.y 'г'. G
mk	ethiopic	yMdEEEEE	EEEEE, d.M.y 'г'. G
mk	gregorian	CCCCCm	HH:mm
mk	gregorian	Hms	HH:mm:ss
mk	gregorian	hmszz	h:mm:ss a zz
mk	gregorian	yMv	M.y 'г'., v
mk	gregorian	z	z
mk	gregorian	zzz	zzz
mk	hebrew	GGGGGyMd	d.M.y 'г'. GGGGG
mk	hebrew	GGGyMd	d.M.y 'г'. GGG
mk	hebrew	hmss	h:mm:ss a
mk	hebrew	s	s
mk	hebrew	yMMMMdhmsvvvv	dd MMMM y 'г'. G h:mm:ss a vvvv
mk	indian	Bhm	h:mm B
mk	indian	GGGyMd	d.M.y 'г'. GGG
mk	indian	GyMd	d.M.y 'г'. GGGGG
mk	indian	Hm	H:mm
mk	indian	HmsS	H:mm:ss,S
mk	indian	yMMMMdv	d MMMM y 'г'. G v
mk	islamic	EEEE	EEEE
mk	islamic	JJJJ	H
mk	islamic	dd	dd
mk	islamic	h	h a
mk	islamic	hmszzzzz	h:mm:ss a zzzzz
mk	islamic	ss	ss
mk	islamic	yMd	dd.M.y G
mk	islamic-civil	BBBBB	BBBBB
mk	islamic-civil	Bhh	hh B
mk	islamic-civil	CCCCCm	H:mm
mk	islamic-civil	JJJJJ	H
mk	islamic-civil	jjjjj	H
mk	islamic-civil	z	z
mk	islamic-civil	zzzzz	zzzzz
mk	islamic-rgsa	B	B
mk	islamic-rgsa	CCCm	H:mm
mk	islamic-rgsa	Cm	H:mm
mk	islamic-rgsa	j	H
mk	islamic-tbla	B	B
mk	islamic-tbla	BBBBB	BBBBB
mk	islamic-tbla	Cm	H:mm
mk	islamic-tbla	JJJ	H
mk	islamic-tbla	JJJJJ	H
mk	islamic-tbla	j	H
mk	islamic-tbla	jjjjj	H
mk	islamic-tbla	zzzzz	zzzzz
mk	islamic-umalqura	GGGGGyMd	d.M.y 'г'. GGGGG
mk	islamic-umalqura	Hm	H:mm
mk	islamic-umalqura	s	s
mk	islamic-umalqura	yMdE	E, dd.M.y G
mk	japanese	CCCCCCm	H:mm
mk	japanese	JJJJJJm	H:mm
mk	japanese	M	L
mk	japanese	jjjjjjm	H:mm
mk	japanese	yyMd	d.M.yy 'г'. G
mk	persian	CCCC	H
mk	persian	EEEEEE	EEEEEE
mk	persian	JJ	H
mk	persian	JJJJJJ	H
mk	persian	MMMM	LLLL
mk	persian	h	h a
mk	persian	hh	hh a
mk	persian	hmm	h:mm a
mk	persian	hmszzzzz	h:mm:ss a zzzzz
mk	persian	mm	mm
mk	persian	yM	M.y 'г'. G
mk	persian	yMdd	dd.M.y 'г'. G
mk	persian	zzzz	zzzz
mk	roc	Bh	h B
mk	roc	CCCm	H:mm
mk	roc	Hms	H:mm:ss
mk	roc	hmszz	h:mm:ss a zz
mk	roc	yMv	M.y 'г'. G v
mk	roc	z	z
mk	roc	zzz	zzz
ml	buddhist	J	hh
ml	chinese	CCCCCm	h:mm aaaaa
ml	chinese	Hms	HH:mm:ss
ml	chinese	hmszz	h:mm:ss a zz
ml	chinese	v	v
ml	chinese	yMv	r-MM v
ml	chinese	zzz	zzz
ml	coptic	JJm	hh:mm
ml	coptic	Q	Q
ml	coptic	hhm	hh:mm a
ml	coptic	y	G y
ml	coptic	yyyyMd	G d/M/y
ml	dangi	BBBB	BBBB
ml	dangi	EEEEEE	cccccc
ml	dangi	GGGG	GGGG
ml	dangi	GGGGyMd	r MMM d
ml	dangi	JJJJJJ	hh
ml	dangi	QQQQ	QQQQ
ml	dangi	d	d
ml	dangi	hmm	h:mm a
ml	dangi	hmszzz	h:mm:ss a zzz
ml	dangi	jjjj	h aaaa
ml	dangi	yMdEEEEEE	r-MM-dd, EEEEEE
ml	dangi	yMdHmsv	r-MM-dd HH:mm:ss v
ml	dangi	yQQQ	r(U) QQQ
ml	dangi	yyyy	r(U)
ml	ethiopic	CCCC	h aaaa
ml	ethiopic	H	HH
ml	ethiopic	MMMM	LLLL
ml	ethiopic	dd	dd
ml	ethiopic	jjjjjj	h aaaaa
ml	ethiopic	ss	ss
ml	ethiopic	yMMMMM	G y MMMMM
ml	ethiopic	yMdEEEE	G d/M/y, EEEE
ml	ethiopic	yMdd	G dd/M/y
ml	ethiopic	zzzz	zzzz
ml	gregorian	E	ccc
ml	gregorian	EEEEE	ccccc
ml	gregorian	JJJJJJm	hh:mm
ml	gregorian	JJJJm	hh:mm
ml	gregorian	JJm	hh:mm
ml	gregorian	MMMMM	LLLLL
ml	gregorian	QQQQQ	QQQQQ
ml	gregorian	hhm	hh:mm a
ml	gregorian	jjjjjjm	h:mm aaaaa
ml	gregorian	m	m
ml	gregorian	yQQQQ	y QQQQ
ml	gregorian	yyMd	d/M/yy
ml	hebrew	JJ	hh
ml	hebrew	UUUU	G y
ml	hebrew	d	d
ml	hebrew	hh	hh a
ml	hebrew	hmsz	h:mm:ss a z
ml	hebrew	mm	mm
ml	hebrew	yM	G y/M
ml	indian	EEEE	cccc
ml	indian	JJJJ	hh
ml	indian	dd	dd
ml	indian	h	h a
ml	indian	ss	ss
ml	indian	yMdEEEE	G d/M/y, EEEE
ml	islamic	C	h a
ml	islamic	CCCCC	h aaaaa
ml	islamic	GGGGG	GGGGG
ml	islamic	Hm	HH:mm
ml	islamic	yMdEEEEE	G d/M/y, EEEEE
ml	islamic-civil	CCCCCCm	h:mm aaaaa
ml	islamic-civil	CCCCm	h:mm aaaa
ml	islamic-civil	U	G y
ml	islamic-civil	jjjjm	h:mm aaaa
ml	islamic-civil	yyMd	G d/M/yy
ml	islamic-rgsa	GGG	GGG
ml	islamic-rgsa	yMMMMdv	G y MMMM d, v
ml	islamic-tbla	CCCCC	h aaaaa
ml	islamic-tbla	GGGGG	GGGGG
ml	islamic-tbla	GGGGGyMd	GGGGG y/M/d
ml	islamic-tbla	GyMd	G y/M/d
ml	islamic-tbla	HmsS	HH:mm:ss.S
ml	islamic-tbla	yMMMMdv	G y MMMM d, v
ml	islamic-umalqura	EEEE	cccc
ml	islamic-umalqura	JJ	hh
ml	islamic-umalqura	JJJJ	hh
ml	islamic-umalqura	d	d
ml	islamic-umalqura	hh	hh a
ml	islamic-umalqura	jjjjjj	h aaaaa
ml	islamic-umalqura	mm	mm
ml	islamic-umalqura	yM	G y/M
ml	islamic-umalqura	yMMMMM	G y MMMMM
ml	japanese	Bhh	B hh
ml	japanese	CCCm	h:mm aaaa
ml	japanese	Cm	h:mm a
ml	japanese	hmszz	h:mm:ss a zz
ml	japanese	v	v
ml	persian	BBBBBhm	BBBBB h:mm
ml	persian	Bhm	B h:mm
ml	persian	GGGyMd	GGG y/M/d
ml	persian	hmss	h:mm:ss a
ml	persian	yMMMMdhmsvvvv	G y MMMM d, h:mm:ss a vvvv
ml	persian	yMdEEEEE	G d/M/y, EEEEE
ml	roc	EEEEE	ccccc
ml	roc	JJJJJJm	hh:mm
ml	roc	JJJJJm	hh:mm
ml	roc	JJJJm	hh:mm
ml	roc	M	L
ml	roc	MMMMM	LLLLL
ml	roc	QQQQQ	QQQQQ
ml	roc	jjjjjjm	h:mm aaaaa
ml	roc	jjjjjm	h:mm aaaaa
ml	roc	yMMMMd	G y MMMM d
ml	roc	yQQQQ	G y QQQQ
mn	buddhist	EEEE	cccc
mn	buddhist	GGGGyMd	GGGG y.MM.dd
mn	buddhist	JJJJ	HH 'ц'
mn	chinese	GGGGyMd	r MMM d
mn	chinese	GGyMd	r MMM d
mn	chinese	UUUU	r(U)
mn	chinese	d	d
mn	chinese	dd	dd
mn	chinese	hmsz	h:mm:ss a (z)
mn	chinese	hmszzzzz	h:mm:ss a (zzzzz)
mn	chinese	ss	ss
mn	coptic	Bhm	B h:mm
mn	coptic	CCCCC	HH 'ц'
mn	coptic	GGGGG	GGGGG
mn	coptic	GyMd	GGGGG y.MM.dd
mn	coptic	HmsS	HH:mm:ss.S
mn	coptic	s	s
mn	coptic	yMMMMdhmsvvvv	G y 'оны' MM-'р' 'сарын' d h:mm:ss a (vvvv)
mn	dangi	CCCCCm	HH:mm
mn	dangi	Cm	HH:mm
mn	ethiopic	BBBBB	BBBBB
mn	ethiopic	Hms	HH:mm:ss
mn	ethiopic	J	HH 'ц'
mn	ethiopic	JJJJJ	HH 'ц'
mn	ethiopic	hmszzzz	h:mm:ss a (zzzz)
mn	ethiopic	jjjjj	HH 'ц'
mn	ethiopic	yMv	GGGGG y MMMMM v
mn	ethiopic	zzz	zzz
mn	ethiopic	zzzzz	zzzzz
mn	gregorian	BBBBBhm	BBBBB h:mm
mn	gregorian	GGGGGyMd	GGGGG y-MM-dd
mn	gregorian	Hm	HH:mm
mn	gregorian	hmss	h:mm:ss a
mn	hebrew	Bh	B h 'ц'
mn	hebrew	hms	h:mm:ss a
mn	hebrew	hmszzzz	h:mm:ss a (zzzz)
mn	hebrew	jjj	HH 'ц'
mn	indian	CCCm	HH:mm
mn	indian	J	HH 'ц'
mn	indian	JJJ	HH 'ц'
mn	islamic	E	ccc
mn	islamic	JJJm	HH:mm
mn	islamic	jjjjm	HH:mm
mn	islamic	m	m
mn	islamic	yMMMMEEEEdvvvv	G y 'оны' MM-'р' 'сарын' d, EEEE vvvv
mn	islamic	yMMMMd	G y 'оны' MM-'р' 'сарын' d
mn	islamic-civil	C	HH 'ц'
mn	islamic-civil	CCC	HH 'ц'
mn	islamic-civil	GGGGGyMd	GGGGG y.MM.dd
mn	islamic-civil	GyMd	GGGGG y.MM.dd
mn	islamic-civil	HmsS	HH:mm:ss.S
mn	islamic-rgsa	M	LLLLL
mn	islamic-rgsa	jjjm	HH:mm
mn	islamic-tbla	EEEEE	ccccc
mn	islamic-tbla	JJJJm	HH:mm
mn	islamic-tbla	JJJm	HH:mm
mn	islamic-tbla	M	LLLLL
mn	islamic-tbla	MMMMM	LLLLL
mn	islamic-tbla	QQQQQ	QQQQQ
mn	islamic-tbla	yMM	GGGGG y MMMMM
mn	islamic-tbla	yMMMMEEEEdvvvv	G y 'оны' MM-'р' 'сарын' d, EEEE vvvv
mn	islamic-tbla	yQQQQ	G y 'оны' QQQQ
mn	islamic-umalqura	CCCm	HH:mm
mn	islamic-umalqura	hms	h:mm:ss a
mn	islamic-umalqura	hmszz	h:mm:ss a (zz)
mn	islamic-umalqura	jjj	HH 'ц'
mn	japanese	CCCC	HH 'ц'
mn	japanese	CCCCCC	HH 'ц'
mn	japanese	d	d
mn	japanese	dd	dd
mn	japanese	hmszzzzz	h:mm:ss a (zzzzz)
mn	japanese	ss	ss
mn	japanese	yMdd	GGGGG y.MM.dd
mn	japanese	zzzz	zzzz
mn	persian	CCm	HH:mm
mn	persian	EEEEE	ccccc
mn	persian	HHm	HH:mm
mn	persian	JJJJm	HH:mm
mn	persian	MMMMM	LLLLL
mn	persian	QQQ	QQQ
mn	persian	QQQQQ	QQQQQ
mn	persian	U	G y
mn	persian	yQQQQ	G y 'оны' QQQQ
mn	roc	Bhm	B h:mm
mn	roc	GGGyMd	GGG y.MM.dd
mn	roc	GyMd	GGGGG y.MM.dd
mn	roc	Hm	HH:mm
mn	roc	HmsS	HH:mm:ss.S
mn	roc	s	s
mn	roc	yMMMMdv	G y 'оны' MM-'р' 'сарын' d v
mr	buddhist	CC	h a
mr	buddhist	GGyMd	d/M/y GG
mr	buddhist	HH	HH
mr	buddhist	MM	LL
mr	buddhist	d	d
mr	buddhist	hmszzzzz	h:mm:ss a zzzzz
mr	buddhist	jjjjjj	h aaaaa
mr	buddhist	vvvv	vvvv
mr	buddhist	yMMM	MMM y G
mr	buddhist	yMMMMM	MMMMM y G
mr	buddhist	zz	zz
mr	chinese	CC	h a
mr	chinese	HH	HH
mr	chinese	MM	LL
mr	chinese	UUUU	r(U)
mr	chinese	h	h a
mr	chinese	hmsz	h:mm:ss a z
mr	chinese	jjjjjj	h aaaaa
mr	chinese	yMMMMM	r MMMMM
mr	chinese	zz	zz
mr	coptic	CCCCC	h aaaaa
mr	coptic	GGG	GGG
