Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Grenada,GRD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,734064552.165302,723811562.095656,753341889.153471,843366062.829199,838439325.409739,1054441785.1611,1042792250.98161,1121427226.60082,1156855652.19583,1052590322.33453,1094585184.86884,1138673428.05648,1141494468.05359,1232242972.12727,1269050103.51512,1338456470.87388,1462955956.1401,1550331222.82484,1668484119.50897,1716612139.25774,1556296700.14515,1627109522.27298,1907708844.06488,1989241967.43209,2195718815.55573,2365716615.11038
Guam,GUM,"Population, total",SP.POP.TOTL,160065,161329,162315,163137,163810,164365,164839,165267,165693,166173,166522,166543,166331,165966,165486,164905,164233,163490,162679,161808,162158,163730,165180,166506,167777,168999
Guam,GUM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,11697592,11969422,12246915,12525842,12807402,13087629,13367459,13652040,13935174,14215611,14500112,14792126,15089647,15387337,15681725,15971743,16268760,16567357,16845685,17103803,17357325,17598650,17847877,18124838,18406359,18687881
Guatemala,GTM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,54470605220.1248,57446378816.9303,59910347495.7607,62710897956.2386,66238537071.8387,70502161134.1764,76193830122.1551,83028024155.5231,88189540401.0806,88868570729.1101,91998292944.6061,97566174068.503,107261780440.806,115718386774.728,125777835783.856,139280913498.404,146465694015.612,155068777393.56,164128064452.248,180619305162.667,186584914397.174,202963526367.505,227132968740.498,244629646266.703,261137588431.104,280608081592.712
Guinea,GIN,"Population, total",SP.POP.TOTL,8428832,8539960,8674066,8870781,9062726,9245844,9441171,9662281,9898870,10143534,10396086,10656810,10921581,11191873,11472924,11767070,12073030,12385659,12704774,13034346,13371183,13710513,14055137,14405468,14754785,15099727
Guinea,GIN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9910493133.65629,10457775760.4373,11323027632.8228,11204718423.8046,11751998322.4414,12293651599.7815,13584959683.7565,14898539895.9052,15764607096.3984,15493928494.0242,16669558049.3949,17815489417.0945,19237149725.2987,19618327307.2536,20971594723.232,22336671519.194,26904454027.6037,33118247749.195,35584026813.8881,40138874726.0024,44087782738.3354,49188241693.1525,56095505320.1009,57094883529.1445,61067003625.1554,71348025929.613
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1234741,1261273,1289307,1318806,1349563,1381585,1415303,1450986,1488054,1526377,1566347,1608076,1651417,1695973,1741122,1786457,1831893,1877072,1922168,1967696,2013255,2058841,2105529,2153339,2201352,2249515
Guinea-Bissau,GNB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1212225525.94237,1302407913.07956,1385585115.82599,1412934631.25419,1467042075.4432,1616830044.28612,1710900953.2055,1803646172.60414,1917125697.03473,1982090239.78711,2140114074.48359,2328848436.62571,2242167091.15885,2383842665.69018,2618280126.60353,3159045810.42944,3389358587.79474,3945945572.50325,3825588760.97415,4495492300.9507,4780874760.74751,5238881668.01697,5896408236.92281,6400544280.71445,6863586481.18159,7469814124.06061
Guyana,GUY,"Population, total",SP.POP.TOTL,764832,764477,763652,763101,762418,760914,758966,756861,754606,752094,749256,746153,746288,750021,754229,758781,763548,768479,791556,807665,807481,815482,821637,826353,831087,835986
Guyana,GUY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4371184780.04441,4552080465.29619,4668080559.50994,4765181982.75466,5005108959.13332,5093577932.83311,5406977185.38263,6113073720.49852,6335114799.4975,6601444569.37286,7021544808.34952,7491848905.65813,7977453337.0076,8457592198.47241,8460278228.58677,8706492196.71085,8703062025.48157,9244771244.88701,9645354693.79021,10522430015.0071,13318361137.6511,14933574708.5659,29648575311.0701,36096924748.5285,57050509744.0763,67128957533.4506
Haiti,HTI,"Population, total",SP.POP.TOTL,8303151,8455918,8607641,8759912,8910263,9061273,9216562,9373296,9530774,9689581,9803294,9914904,10069771,10222362,10373235,10523242,10671457,10817754,10962362,11105163,11243848,11374586,11503606,11637398,11772557,11906095
Haiti,HTI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18478627663.4449,18827176815.1099,19307173379.7885,20361161160.8598,20649462409.946,21886148751.5878,23095118213.2825,24821686022.48,25980008663.9588,27695827067.4558,26468644234.5917,28421083478.0413,28612762449.9411,31167302933.5683,32008772012.9397,31928717824.8398,34837480265.1542,36264719873.2019,35153803429.1649,36066006276.0502,34960472097.1829,35489597915.304,37376320125.3139,38000503913.4562,37311384780.8335,37318015061.208
Honduras,HND,"Population, total",SP.POP.TOTL,6577773,6757993,6938859,7119213,7298994,7478355,7656832,7834798,8012587,8189899,8365878,8540583,8715076,8889278,9063122,9237305,9412380,9588137,9765210,9943633,10119640,10289877,10463872,10644851,10825703,11005850
Honduras,HND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16492014755.3982,17272844271.0455,18120696348.0501,19186732780.7053,20782175968.9818,22838097542.4567,25037632786.0842,27778436916.951,29604298544.1459,29347753583.4715,29988648102.1266,31543206984.345,32581695561.8471,34186057817.2571,37173568050.5843,41708776073.2332,45399704059.0202,50592245897.6364,50677251146.5412,53040096379.594,50629344639.7275,58459938736.4579,65520412662.7085,70532715238.1904,75033074490.0375,79972399535.3631
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100,7524100,7498900
"Hong Kong SAR, China",HKG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,189627537411.989,197889595717.366,200982609867.733,215239084640.244,239225987506.787,260814929763.246,293014867246.612,323029282385.357,345014780659.172,329373503911.193,352888304893.93,379780810643.688,378267055024.931,391476383516.671,402243321787.729,416187562392.145,426902050223.732,457163101472.426,475445146515.694,482863342666.619,460692239607.54,522255401707.345,537194000255.457,584665317093.013,623260704142.671,663621067239.972
Hungary,HUN,"Population, total",SP.POP.TOTL,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9872734,9833038,9797755,9759755,9726756,9706964,9694824,9670419,9630932,9605074,9592186,9562065,9514251
Hungary,HUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,114249791611.154,126979152072.955,139328799563.898,147985982674.654,154312661100.29,161680232890.956,173557394925.489,177463977231.191,194383618898.632,198504224041.433,206941388432.693,218612164062.66,220950356719.575,236093783815.564,242613014781.427,251546360409.468,267987006387.463,277856155422.733,301446064819.147,337145318700.371,336665601252.58,363433777993.332,413219810010.079,431435624886.594,455120274147.648,462723588241.031
Iceland,ISL,"Population, total",SP.POP.TOTL,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,382003,385663,386506,392404
Iceland,ISL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8219310306.30022,8896410307.14393,9434587602.38538,9417892573.87266,10050838835.0438,10775572143.6198,11388322108.5479,12356365105.6742,11339081316.9188,11198646438.3538,10868891219.3024,11667122597.753,12509879156.1542,14417116263.3684,15069701288.585,16441558138.2307,18541019260.5225,19416111155.0044,20693688353.2286,22642328086.2532,21465238725.9554,23340872552.2695,28913526227.3635,31404366479.4948,32008983246.1156,32666663297.394
India,IND,"Population, total",SP.POP.TOTL,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791,1463865525
India,IND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2124894520507.61,2282189538544.94,2410746272621.89,2649598559710.61,2937617961019.6,3269213807039.77,3639334537399.8,4039426975433.41,4236515276804.46,4597778323553.26,5024274679050,5407499730385.48,5913270509389.51,6230082834829,6536444230084.47,6913931060071.12,7482133947824.29,8024243304296.26,8866674604956.88,9551961172390.01,9358949268067.87,10923148862981.3,12564139444406.3,13967949305292.8,15351864612609.9,16982817599656.3
Indonesia,IDN,"Population, total",SP.POP.TOTL,216077790,219097902,222088495,225048008,227926649,230871650,233951652,237062337,240157903,243220028,246305322,249470032,252698525,255852467,258877399,261799249,264627418,267346658,269951846,272489381,274814866,276758053,278830529,281190067,283487931,285721236
Indonesia,IDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,935920239950.612,1022914407434.8,1093624786139.9,1158262502345.02,1239576234042.36,1347290623876.32,1474565524699.66,1613100438488.2,1753214877789.08,1846711200179.28,2002715927453.45,2167767372892.09,2340312301664.77,2448797153726.68,2518156676015.79,2538121217610.44,2628825069015.53,2766768816137.46,2978437369938.81,3166892074842.77,3134895515994.82,3434771286486.53,3874874456048.48,4223544080082.65,4548747409327.12,4911586186266
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,66418659,67452005,68011317,68769340,70256316,71828455,73392747,74602648,75514204,76457825,77420842,78383598,79370580,80414686,81502045,82619362,83812228,85026754,86117998,87051648,87723443,88455488,89524246,90608707,91567738,92417681
"Iran, Islamic Rep.",IRN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,744212177570.627,779549450902.802,855972523248.297,947492811590.448,1012013970157.98,1076858822644.21,1167883710543.68,1300017267203.38,1329050700705.85,1346427353527.32,1442389492074.18,1511953816956.48,1359464356286.46,1311917899500.25,1315807251929.49,1180114697799.25,1274483267107.27,1339181329638.15,1326043865787.76,1213902472139.53,1326609118428.49,1404692150403.59,1567272281882.69,1712109580458.76,1817818359295.26,1816575652549.76
Iraq,IRQ,"Population, total",SP.POP.TOTL,24424056,25197840,26006559,26802659,27577878,28407448,28616515,28391607,28971036,30058206,31045366,32161424,33654842,35281989,36550059,37560535,38469627,39337353,40265624,41192171,42116605,43071211,44070551,45074049,46042015,47020774
Iraq,IRQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,257941168481.689,268185457060.797,242961483275.773,159966947575.889,256546639546.797,271345854406.633,296572365447.398,311260922250.738,346669160050.173,361028306855.34,382676259905.398,414738530059.061,487053165623.607,515196414391.211,478553306060.227,347420032524.247,346000767006.376,397827839704.259,480834490892.089,502027631920.133,440889812778.241,542973889892.427,632036568419.777,663385490030.267,670107929379.54,671973305389.174
Ireland,IRL,"Population, total",SP.POP.TOTL,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4762722,4827445,4898022,4976456,5039747,5110585,5212836,5311538,5395790,5484367
Ireland,IRL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,100231416650.859,107579384948.326,116111294637.356,125003541804.448,136067174304.948,145786461890.646,165733064744.437,177917780724.93,171652233529.25,157204665418.204,165424563162.552,169798036831.655,173788335649.858,189945826574.033,206741352386.511,261254856821.039,282964798706.768,304501202786.992,320536438386.598,345147378998.493,359416810454.887,425512527680.063,493354305801.597,528134719106.132,570698774723.51,583044676257.939
Isle of Man,IMN,"Population, total",SP.POP.TOTL,75659,76476,77275,78049,78792,79516,80294,81147,82029,82939,83873,84382,84335,84141,83892,83593,83466,83609,83805,83957,84064,84106,84132,84165,84160,84118
Isle of Man,IMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500,9849000,10002200,10122800
Israel,ISR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,154757696673.521,162509654640.777,168680816513.009,162025570364.201,174775134996.907,178570023113.117,187392684677.741,205088866986.839,203670571640.241,207687140690.306,222799464405.144,242449810799.787,253056093531.862,277698654483.345,286552951524.812,300331065960.741,325684140022.294,344344524904.222,359218941232.3,374156930663.498,377092261165.222,429022841901.279,511804513121.325,542145644467.661,569753435770.621,595971240835.353
Italy,ITA,"Population, total",SP.POP.TOTL,56942108,56976981,57089824,57399184,57828179,58166682,58399861,58756247,59211181,59555454,59819407,60026841,60191247,60311613,60320707,60229605,60115223,60002252,59877221,59729081,59438851,59133173,59013667,58984216,58952704,58915656
Italy,ITA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1540213716298.63,1598103904885.33,1638758016196.94,1670811998214.81,1707786110266.65,1755761227122.14,1902752660317.71,2005566052541.5,2078048064678.31,2053307053828.88,2087565623755.41,2178908034538.62,2181044921235.04,2195138878528.25,2211701440152.29,2236072446777.69,2440210322263.84,2542276723269.48,2637763186288.11,2809288457557.42,2674820968792.9,2979012594426.2,3410466268666.81,3542081472018.41,3664378355210.82,3704288722297.34
Jamaica,JAM,"Population, total",SP.POP.TOTL,2607826,2624403,2640572,2656623,2672225,2687066,2700968,2713800,2725635,2736995,2748568,2760494,2772430,2783687,2793749,2802534,2809915,2815764,2820097,2823271,2830739,2837682,2839144,2839786,2839175,2837077
Jamaica,JAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17121065969.1548,17589047786.6522,17953799108.6281,19011781845.5959,19847886736.0915,20593394558.9224,22031442481.7603,22950395382.1428,23439562259.7703,22255261254.3172,22590447689.5285,23490621691.8423,24169266421.0727,24773638544.5975,25205490059.9954,25776322909.1939,26836826388.845,28685066865.9872,29251538736.1654,29824455016.3667,26803027990.8405,28822848789.7974,33111850688.8762,35469998176.0269,35999412571.0222,37130703258.3957
Japan,JPN,"Population, total",SP.POP.TOTL,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989,124516650,123975371,123366734
Japan,JPN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3562932240781.27,3660171332392.64,3756204390071.22,3859227416597.43,4054055894096.17,4239232051727.82,4458299628542.86,4663398163510.66,4686034366622.67,4441516794251.5,4687332836398.88,4798433298343.88,4979189821214.44,5252128934445.79,5312885690920,5509187220183.68,5448425069329.84,5571576673955.69,5668730147349.47,5751118100966.63,5696454572771.84,6047340036071.9,6526376410923.94,6942980283952.34,7122704722532.59,7268805177387.08
Jordan,JOR,"Population, total",SP.POP.TOTL,5386945,5498894,5616066,5741828,5882061,6029587,6427371,6827227,6989866,7141753,7297043,7480424,7587127,7991809,8791710,9544729,10006367,10234226,10462306,10671891,10865228,11066356,11256263,11439213,11552876,11520684
Jordan,JOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,33752610560.6393,36526391062.3444,38870605461.4729,41488527795.4205,46708175692.6673,52223273956.4139,58360524233.9549,65037062721.7404,70132506888.2566,74002422899.5332,75301507573.1485,79010061024.2321,80500768410.9312,85466261060.7159,87533810971.0851,93071810967.5524,95193096792.8462,103304060144.329,103036217090.26,109998992025.911,113863142116.831,110780941554.24,121395321278.552,130187082436.004,134805273363.361,143275762082.476
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,15501103,15575550,15656677,15747380,15850159,15968117,16103716,16257214,16426525,16619846,16836810,17066002,17306106,17556502,17816285,18084169,18363600,18651931,18932727,19209555,19482117,19743603,20034609,20330104,20592571,20843754
Kazakhstan,KAZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,107830048320.836,126859765758.846,142859800963.769,157229242133.051,174899659580.716,190656958733.738,213185923038.074,236281675035.843,242614725774.944,257880263794.402,272791206927.113,294494040832.3,319796289189.58,372719753836.891,383081425056.159,380991411579.698,381362825184.343,398521428235.443,416956243074.162,482170629356.042,515583355280.464,570697688561.65,636451724419.569,705139779031.724,775752198401.852,856512602389.693
Kenya,KEN,"Population, total",SP.POP.TOTL,30642890,31619170,32629808,33652223,34713455,35796484,36904008,38036349,39206351,40408891,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944,57532493
Kenya,KEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,57977561047.5064,61469779097.6584,62868335622.3251,65893484968.1422,71247619251.3414,78327850690.7172,85787140781.8354,93999273528.7929,96338850220.9809,87506739516.3079,96202675493.7324,105284725887.098,111203385043.76,123488990916.32,137250578495.32,156100504955.454,186000269591.319,201600741005.068,218150951745.001,236169875961.746,248575224867.849,280169164036.839,314221885988.451,343528351672.258,366773622401.351,397306134792.215
Kiribati,KIR,"Population, total",SP.POP.TOTL,88613,90335,92264,94175,96085,98035,100017,102068,104222,106467,108704,110647,112284,113838,115326,116815,118478,120275,122084,123921,126099,128377,130469,132530,134518,136488
Kiribati,KIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,226628410.735448,243328700.057856,236495130.43638,216254877.38338,220282727.393266,223733976.817391,241015606.396046,257932669.111834,259967266.409126,248646179.991338,269583723.620137,269301208.28258,313476256.443069,371341241.747784,430464393.00843,525104318.357866,489141424.668934,544314609.038125,563218718.755296,649833713.524765,585172179.992242,607924109.010744,654339990.461177,766490502.233167,773412423.982555,829884705.660575
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,23665910,23815358,23943973,24090380,24254943,24396433,24524507,24646383,24764618,24878332,24987258,25097874,25211728,25329451,25451262,25575350,25698326,25817709,25931147,26037632,26136312,26232534,26328845,26418204,26498823,26571036
"Korea, Dem. People's Rep.",PRK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065,51684564
"Korea, Rep.",KOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,898455762447.053,962027422683.677,1052666401297.97,1093985372262.72,1183647247484.2,1252868517546.46,1351129136283.6,1469355509432.27,1531422564561.55,1513465339976.88,1643600271106.33,1705122447967.69,1777721878529.6,1818591284994.7,1887934894422.04,2036146853070.17,2141790582760.39,2225144832612.14,2356598322355.61,2427242486630.21,2502426460819.8,2705643708542.36,2902939746809.45,3012598235210.35,3205074833007.56,3318637572220.65
Kosovo,XKX,"Population, total",SP.POP.TOTL,1802493,1820009,1829462,1826434,1822773,1818354,1813079,1807094,1800858,1794681,1788743,1791949,1807126,1818119,1812788,1788274,1777568,1791019,1797086,1788891,1790151,1786079,1768096,1682668,1594353,1576876
Kosovo,XKX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,11970551239.3933,12297277990.5203,13056653469.6242,14275227213.9172,14728893012.8234,15062478449.5548,15183336426.1455,15839094174.505,16478147987.9339,17138132288.9513,18309703085.0368,19871495285.7317,19311373254.5962,22500265186.822,24982860679.0682,27162343055.4811,29201451560.6585,30990210317.6833
Kuwait,KWT,"Population, total",SP.POP.TOTL,1954709,2008121,2059974,2109881,2157320,2236788,2364733,2507887,2651421,2795484,2943372,3132814,3337109,3507844,3665876,3834574,4004096,4154812,4323515,4442316,4400267,4360865,4589643,4853420,4897263,4865298
Kuwait,KWT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,135127231970.587,134097369790.717,133790645397.984,157494759766.235,183779561281.958,210887016489.472,237950481720.486,254103946538.956,256981831852.683,238589198742.211,237517685785.747,262477464627.034,293924294294.753,291039904077.543,274605794800.983,192809871157.239,187196953122.996,223571323259.458,251476952994.584,257548097627.101,209324759229.914,256825284344.235,288374039005.88,307901882195.203,313627143949.073,..
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898362,4945073,4990704,5043308,5104713,5162640,5218373,5268385,5318729,5389643,5467059,5546587,5652076,5777150,5905848,6040036,6175338,6306696,6444079,6590211,6726596,6851224,6975220,7099750,7221868,7343064
Kyrgyz Republic,KGZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8574093442.94528,9441110328.09484,9613619257.62379,10532791828.8758,11410264808.12,11874938103.8024,12867555046.3668,14399072983.3913,15475291688.5617,16045809286.1189,15744537647.3204,16250508927.9969,19763594067.106,21781204155.0348,23938543159.596,24107226487.1405,26936738702.4326,29734454047.9453,29855076652.9602,32049071926.4371,33754069424.9226,36657778444.8601,44850080470.6092,51194190348.9782,58494133684.2248,66939412983.6606
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5431212,5521482,5610889,5697945,5781626,5869523,5963200,6056236,6148969,6241642,6334194,6426590,6518978,6611385,6703172,6801645,6908802,7018147,7128045,7237636,7346533,7453194,7559007,7664993,7769819,7873046
Lao PDR,LAO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9344578063.22666,10124352207.5818,10917896454.068,11570362577.4446,12838232653.7824,14432668303.7828,15644388412.6254,17659114102.8792,19166666406.2327,21137008894.1013,22379319075.9029,24562505655.0219,29306461052.0083,32664639816.9345,37153604686.9304,39554381323.8111,44583344866.2946,47477587535.3192,51055350809.9477,52799613653.0267,54680747375.074,56795189946.6876,61297259863.048,66072641637.43,71240210148.7227,77168272174.9433
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1883710,1866124,1847785
Latvia,LVA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18559109535.2637,20648724981.3635,22144565480.2501,23202898254.976,25064865359.9119,28404949748.6336,30626208944.1598,34624773987.2635,37473786246.7045,35676217135.3638,34695968942.3658,36376410348.2367,39211847387.6791,41109950454.1701,43024863248.3628,44352907490.8892,47087028240.1491,49897554652.0082,56515497080.2011,60753068974.2852,62250704753.1448,68258002378.7359,74864961538.5428,78730692294.8433,79597938082.0417,84516532104.5619
Lebanon,LBN,"Population, total",SP.POP.TOTL,4329340,4401918,4463504,4525508,4599279,4671102,4751136,4844118,4925354,4992287,5041288,5096020,5235742,5743436,6346990,6472469,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493,5805962,5849421
Lebanon,LBN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35005237230.4633,36336200168.2615,36583038550.6447,33670756447.4518,42493424467.1089,46373281777.7464,49331110463.3677,56658858246.8081,62061994985.7465,67404774464.5144,73142445360.9881,75853128477.2818,84015613944.9094,93271028259.6057,101209930369.207,109205391742.508,117847615338.494,128630325525.231,128897709470.897,122762945887.814,89752695886.407,60901770631.7641,67257185023.2501,71849901195.1292,68478885041.6704,..
Lesotho,LSO,"Population, total",SP.POP.TOTL,2003913,2000853,1994679,1985059,1971129,1953076,1945063,1953268,1966541,1980883,1996251,2014009,2034354,2056504,2080089,2104611,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2337423,2363325
Lesotho,LSO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3250090017.77997,3907235937.81759,4000674020.36642,4210712240.44666,4219781980.95984,4260620180.77727,4395861098.44629,5261012366.2159,5497323254.06026,5312982472.43902,5523469302.59735,5495695560.89784,5442453768.64116,5995666543.66505,6422263721.03697,7143024232.48379,7116435555.77473,6416294205.94538,6841858848.40062,6702824655.898,6802541710.06948,6712825733.14509,7577825518.71591,8137658851.89494,8716433315.28805,9215503898.86314
Liberia,LBR,"Population, total",SP.POP.TOTL,2928117,3015338,3094782,3119532,3156892,3301015,3490787,3669050,3821003,3943028,4058890,4221178,4373043,4470239,4564293,4659431,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031,5612817,5731206
Liberia,LBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2498831533.40983,2460983779.76158,2580854954.39421,1776563090.53366,1916878782.80727,2136155310.68778,2459200516.94452,2841993430.28678,3173114879.26292,3401482060.59194,3620990519.16633,4164518138.6144,4584622445.87341,5503143717.30233,5807179871.89274,5703744574.74883,6501423381.49662,7352018132.18436,7762959820.52498,8559670146.84906,7770366647.73586,7603063784.80788,8340826871.77091,9117129317.07905,9739863648.31888,10566238173.2743
Libya,LBY,"Population, total",SP.POP.TOTL,5305021,5403639,5508410,5619398,5736693,5858798,5980211,6104380,6235430,6366686,6497839,6343203,6179328,6304628,6427252,6531819,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659,7381023,7458555
Libya,LBY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,101422415157.074,101386956453.298,111931934758.996,129968340328.206,136403950893.254,155977105646.836,172933948070.621,191111998682.637,193690633571.246,186554772529.982,196380140655.172,99691267237.2912,162311066927.766,132615838788.126,113680018017.203,119908446537.807,114179713789.122,123792212503.516,130975740057.458,115539876435.484,78486950436.8636,88823039536.3427,88851768449.6492,106258476798.058,112173826289.067,127881510019.119
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,32645,33194,33694,34079,34447,34753,35037,35262,35473,35742,36022,36312,36657,36984,37248,37494,37716,37962,38246,38563,38901,39182,39493,39846,40450,41024
Liechtenstein,LIE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2989139,2961250,2937253,2911109,2877325,2842639,2819200,2811089,2810369,2808380,2831639,2871585,2888278,2888774
Lithuania,LTU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29125494785.0871,32183439902.9849,35073570720.9045,38834937776.5784,41576120409.112,45581961673.028,49727689939.0063,55792214025.3133,60118263129.0041,55157758748.2651,57595706911.4032,63354337657.7531,67398184931.0768,72103720548.8253,76271686347.3249,75661033747.2289,79679561983.2425,85813134927.8187,99782564596.3011,110504359505.807,112856147854.895,124577385011.229,137750599761.378,146789167585.054,156928895812.969,158925019477.968
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103,666430,677012,686970
Luxembourg,LUX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,21282400183.3543,22075915417.9645,22046814197.7605,22009907906.943,26739217225.9487,29141028336.9067,29846269789.6808,34738627852.3993,34794463610.1528,27592982634.9687,31123056219.7727,33946894207.153,39411330076.4234,39343582938.4733,42551389036.5531,39536868192.2836,43719406405.0222,49076634720.7978,50751355337.5916,51589466970.6509,53352454537.4283,59296126454.1674,62088081113.2566,68970898026.0593,69107100599.6964,73255242650.9184
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,430600,433900,438400,443600,454700,473500,498900,520900,540700,535000,537000,549600,567900,591900,621700,642900,652500,648400,658900,672000,685400,682500,677300,678800,687000,685900
