Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Hungary,HUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,114024484849.544,126771603182.422,139177319914.304,148019696401.916,154386028292.569,161749529490.752,173685327804.877,177474543501.188,194321209236.065,198657603769.961,207182793029.148,218522658665.798,221049096122.124,235791190025.572,242043953893.62,251155582375.752,266826704983.726,277026584081.588,299709601062.391,329591186689.154,325203886045.65,345356195038.318,390028413045.834
Iceland,ISL,"Population, total",SP.POP.TOTL,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,382003
Iceland,ISL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8062590839.41794,8779666005.49259,9390431859.41103,9392200309.12645,10034394856.0971,10526296722.7951,11038782750.9531,12087150553.0472,10807260433.594,10697949151.33,10229671486.1867,11022605832.7629,11766282593.5493,13631427233.6515,14240759323.4076,15371988994.7328,17105490646.8223,18517234339.2321,19149077697.5175,21466829308.7845,19458107844.9828,20681740044.9856,25180548142.9124
India,IND,"Population, total",SP.POP.TOTL,1059633675,1078970907,1098313039,1117415123,1136264583,1154638713,1172373788,1189691809,1206734806,1223640160,1240613620,1257621191,1274487215,1291132063,1307246509,1322866505,1338636340,1354195680,1369003306,1383112050,1396387127,1407563842,1417173173
India,IND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2188197810580.6,2350069155250.24,2482413330532.69,2728406064263.61,3024818504470.17,3366286523972.84,3747530644432.66,4158793573561.99,4361562882389.68,4734626196573.87,5173866049799.72,5568974800594.08,6080904818580.88,6396857208765.58,6700838433954.79,7076731493415.84,7646352507337.46,8187427038375.65,8926347411366.43,9448744555456.34,8978916905861.19,10163358058116.3,11666714989403.6
Indonesia,IDN,"Population, total",SP.POP.TOTL,214072421,217112437,220115092,223080121,225938595,228805144,231797427,234858289,237936543,240981299,244016173,247099697,250222695,253275918,256229761,259091970,261850182,264498852,267066843,269582878,271857970,273753191,275501339
Indonesia,IDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,935804878101.089,1022800950350.48,1093552336399.38,1158177645421.18,1239428936328.46,1347135352959.08,1474420561364.14,1612836138271.13,1752776678972.4,1846693209644.41,2002429397248.77,2167767372901.2,2345311900448.7,2459271038451.8,2534329758229.12,2559879525249.97,2657025035417.73,2802422575150.81,3024166767768.49,3230929292162.19,3215211155228.02,3485182675504.41,3927214417167.51
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,65544383,66674851,67327117,67954699,69061674,70182594,71275760,72319418,73318394,74322685,75373855,76342971,77324451,78458928,79961672,81790841,83306231,84505076,85617562,86564202,87290193,87923432,88550570
"Iran, Islamic Rep.",IRN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,713734871284.961,747649588231.866,820996390270.385,908738466529.059,970447651737.183,1032625475518.74,1120025206676.55,1246771188234.44,1274532713979.18,1291331768119.84,1383206654511.67,1450159210166.74,1304208891173.45,1258586972971.48,1262255381766.87,1131882731796.44,1222831727825.07,1282944257114.51,1294776881215.48,1271144096869.77,1328132616411.54,1455270397065.84,1614694122984.95
Iraq,IRQ,"Population, total",SP.POP.TOTL,24628858,25425663,26255343,27068823,27858948,28698684,28905607,28660887,29218381,30289040,31264875,32378061,33864447,35481800,36746488,37757813,38697943,39621162,40590700,41563520,42556984,43533592,44496122
Iraq,IRQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,257916016422.328,268149102389.737,247479656926.688,162820327521.143,256524071287.962,244264308521.47,276607450184.409,295532744749.53,346581027009.635,361024504166.723,382621510097.688,414738530059.061,485908868995.167,512778423816.27,475188243983.579,344166566458.249,341955300330.615,392252667154.881,412254453644.223,444003659896.34,393669333933.365,417890434575.841,481737455267.964
Ireland,IRL,"Population, total",SP.POP.TOTL,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4867316,4934340,4985382,5033164,5127170
Ireland,IRL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,100216654340.165,107579606888.477,116111294637.356,125018857737.689,136082412681.885,145786461890.646,165758815081.34,177906448039.045,171652233529.25,157128965077.252,165623062200.281,168093133841.564,172565498522.608,187003217344.569,201474192378.648,250021710885.454,277425395542.43,298079147286.335,319737719858.523,343851263269.983,352564780468.318,407031350191.008,467018703509.365
Isle of Man,IMN,"Population, total",SP.POP.TOTL,75562,76398,77183,77939,78677,79415,80228,81100,81997,82915,83828,84350,84338,84144,83896,83593,83450,83580,83775,83933,84046,84263,84519
Isle of Man,IMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500
Israel,ISR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,151976513599.429,159032578622.611,165064002811.698,159142952554.679,172309766714.997,176114620721.309,185109887837.487,202056410309.922,200721110207.501,204468865966.878,219809559469.434,239356485294.554,249851617224.029,274305757734.077,283493605069.756,297313043699.867,322442106410.672,341030566156.125,355650262480.368,366284237884.984,365809890894.312,407282313522.876,471445791032.286
Italy,ITA,"Population, total",SP.POP.TOTL,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,59729081,59438851,59133173,58940425
Italy,ITA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1535971291818.49,1592612450389.53,1632366431124.16,1665385842946.31,1702061374006.73,1749401793158.77,1894344600465.43,1996948020334.17,2070619017116.37,2043604752921.96,2079581022494.46,2167673493812.34,2169728418375.06,2183586848754.71,2200447242186.78,2225428932683.9,2427621534122.07,2531219823306.44,2629049101683.88,2757339316139.1,2597495789004.01,2850173116718.66,3140288799313.1
Jamaica,JAM,"Population, total",SP.POP.TOTL,2612205,2625405,2638244,2651027,2664024,2676863,2689660,2701221,2711373,2722401,2733896,2746169,2759817,2773129,2784543,2794445,2802695,2808376,2811835,2813773,2820436,2827695,2827377
Jamaica,JAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16198819227.8864,16633576266.9581,16964886781.5158,17966244610.5084,18759162113.9927,19460574187.2782,20830164342.1713,21697481695.2185,22170926804.9116,21039396821.9189,21374885138.9298,22231688676.0653,22955384111.7384,23571567007.3424,24040872097.6023,24629832105.9002,25591030546.743,27243293670.6711,28148755838.5433,29209840318.0254,26518127107.1689,29114616765.1544,33071093552.7509
Japan,JPN,"Population, total",SP.POP.TOTL,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989
Japan,JPN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3511271813876.38,3608076636937.38,3701173656289.74,3814570895476.81,4014995178768.02,4201587695067.98,4415235266797.66,4619429794420.16,4638617178018.89,4403592894666.1,4645945128260.86,4764015870154.12,4932125343801.04,5194308150190.67,5221591072071.17,5404452911056.24,5338418864031.4,5456929841830.38,5548453034657.65,5562601947410.04,5454176946275.29,5644756120946.17,6065805409344.57
Jordan,JOR,"Population, total",SP.POP.TOTL,5056174,5163310,5275532,5396117,5532423,5678534,6075548,6473457,6632873,6780493,6931258,7109980,7211863,7694814,8658026,9494246,9964656,10215381,10459865,10698683,10928721,11148278,11285869
Jordan,JOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,30742778322.5432,33292804639.9135,35387451224.7076,37794503685.6467,42601406820.1849,47646608240.3313,53266868176.73,59379550274.7365,63916101422.2394,67367370847.0694,68160327684.8568,71405408210.784,73428347047.9583,78636175000.5472,80958153787.5014,86720642817.8973,89557524105.0722,97876027659.4275,102190698549.227,106352894443.719,106231772857.549,114812644321.281,125198270363.431
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,14883626,14858335,14858948,14909019,15012984,15147029,15308085,15484192,15776938,16092822,16321872,16557202,16792090,17035551,17288285,17542806,17794055,18037776,18276452,18513673,18755666,19000988,19621972
Kazakhstan,KAZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,107816757151.966,126845695040.868,142850336882.561,157217723162.687,174878876408.993,190634986132.239,213164964906.706,236242961203.028,242554086610.529,257877751542.793,272752178464.443,294494040832.3,319954479745.24,373088584431.434,383650191925.914,381745816544.331,382306984208.954,399678715602.478,419272685495.827,445033960334.39,458061076226.162,480272457620.914,536322534923.297
Kenya,KEN,"Population, total",SP.POP.TOTL,30851606,31800343,32779823,33767122,34791836,35843010,36925253,38036793,39186895,40364444,41517895,42635144,43725806,44792368,45831863,46851488,47894670,48948137,49953304,50951450,51985780,53005614,54027487
Kenya,KEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,57970414713.3763,61462961144.6165,62864170762.5831,65888657462.2014,71239152959.8157,78318823657.7625,85778707119.1403,93983872113.6827,96314771272.9306,87505887031.7327,96188911697.7088,105284725887.098,111702555544.44,124600115565.074,139107161405.764,158922253444.33,190212512400.661,207091719434.378,224949122976.306,240474148155.871,242638026922.185,272927730736.351,306731346394.396
Kiribati,KIR,"Population, total",SP.POP.TOTL,88826,90531,92400,94302,96224,98164,100083,101998,103966,105996,107995,109871,111618,113311,114985,116707,118513,120362,122261,124241,126463,128874,131232
Kiribati,KIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,215740256.78469,231271151.282476,225820204.359753,221387863.824186,216182559.825928,227357084.376593,237386711.332727,250593940.656262,253097068.840189,243645467.580243,258091452.650767,252153113.824601,296627434.894241,340504158.14849,393855035.675671,477001523.197292,414126119.021402,452440395.666278,474186954.732428,536492401.486905,473681510.008661,488189629.769695,508275623.644807
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,23367059,23512522,23638411,23781707,23948930,24100982,24235761,24356506,24469047,24581509,24686435,24783789,24887770,25001819,25126131,25258015,25389611,25516321,25638149,25755441,25867467,25971909,26069416
"Korea, Dem. People's Rep.",PRK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51744876,51628117
"Korea, Rep.",KOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,865644442260.788,928025906793.228,1015663096721.17,1054530303017.17,1141124345956.41,1205046439840.2,1298424910845.66,1411398167221.23,1469369248901.13,1452739634577.62,1575029690364.29,1635336002448.05,1702177999918.46,1737909546523.48,1801276221059.28,1939637111593.39,2034377961086.03,2112226195329.95,2229385035793.88,2266520881778.47,2337034007241.07,2462968771507.94,2636639014686.19
Kosovo,XKX,"Population, total",SP.POP.TOTL,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1788878,1790133,1786038,1761985
Kosovo,XKX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,11967559313.1508,12297158128.054,13054785492.8913,14275227103.3244,14992886310.828,15607262124.9176,16014472672.689,17005559029.9495,18008772529.4571,19065769873.3943,20128080403.8767,21586478954.4192,20729776378.0854,23867080594.5137,26719926714.0611
Kuwait,KWT,"Population, total",SP.POP.TOTL,1934901,1991674,2047364,2101506,2153481,2235403,2363409,2506769,2650930,2795550,2943356,3143825,3394663,3646518,3761584,3908743,4048085,4124904,4317185,4441100,4360444,4250114,4268873
Kuwait,KWT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,135146081370.487,134117731373.633,133816938164.126,157524605800.541,183806011959.534,210918124303.062,237989613021.596,254129076730.206,256985116236.613,238649571821.201,239386659995.866,262123336778.361,291438375133.72,296212687021.712,283545175393.602,201226216155.384,197466766535.322,238367604379.734,245085071637.267,251166771081.719,233368212770.549,251315166443.091,286854665438.209
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456200,6579900,6773400,6974900
Kyrgyz Republic,KGZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8573036595.76148,9440063161.64065,9612982381.30177,10532020173.4172,11408908936.2224,11873569554.1155,12866290046.7583,14396713748.8664,15471423790.5823,16045652967.8889,15742285061.6136,16250508927.9969,19767684148.4975,21790220340.6309,23953408500.4251,24127188672.2475,26964623069.93,29771394477.5488,32227544353.033,32445979226.5541,32255648936.1439,34231117830.268,39567641322.0408
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5430853,5519707,5606101,5689065,5768167,5852970,5946593,6041348,6135861,6229930,6323418,6416327,6508803,6600742,6691454,6787419,6891363,6997917,7105006,7212053,7319399,7425057,7529475
Lao PDR,LAO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9343426247.31824,10123229259.7049,10917173172.5153,11569514906.4782,12836707097.9608,14431004985.1643,15642850425.7694,17656220725.765,19161875886.4825,21136802978.8296,22376117248.2891,24562505655.0219,29339581968.0931,32738513911.8901,37279715376.9593,39733495397.8879,44835845956.4027,47800441425.8902,52527715514.003,55530353839.4467,56443933475.2408,60630662646.3148,65392913286.9756
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383
Latvia,LVA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19012909949.0864,21205811439.5028,23329055779.9609,25185032125.0099,27214999586.8089,30828211640.8872,34297098752.0503,38938891196.5638,42076402764.6983,39000708113.3672,37513715352.283,39603982323.0753,43008087664.435,45461971554.5265,47544149626.7772,49153645022.0974,52287488003.9626,55551446019.6022,58562307753.5406,61885837592.2307,62357678158.6339,64306374701.6001,73736516684.0933
Lebanon,LBN,"Population, total",SP.POP.TOTL,4320642,4389200,4446666,4504807,4574797,4643044,4719864,4809608,4887613,4951135,4995800,5045056,5178337,5678851,6274342,6398940,6258619,6109252,5950839,5781907,5662923,5592631,5489739
Lebanon,LBN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35000922472.8739,36332169919.4122,36580615021.805,33668289651.5786,42488375011.0956,46367937406.1197,49326260762.7923,56649574913.4081,62046483200.5245,67392832626.654,73134255688.4528,75853128477.2818,81648987857.306,88090342201.5239,92895674923.3935,97410823179.901,102158566760.467,108364764340.338,107094633688.52,101073207043.818,79834717936.0667,74926890291.4355,..
Lesotho,LSO,"Population, total",SP.POP.TOTL,1998630,1999473,1997534,1993030,1985384,1977424,1976780,1983465,1995014,2009169,2022747,2037677,2054718,2073939,2095242,2118521,2143872,2170617,2198017,2225702,2254100,2281454,2305825
Lesotho,LSO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3249689406.43586,3906802573.1782,4000408990.87758,4210403744.67862,4219280539.89186,4260129160.2646,4395428931.55221,5260150369.81626,5495949252.18306,5312930713.73301,5522679055.29462,5495695560.89784,5431655614.27274,5971898622.24792,6384113046.41901,7086503968.01909,7046117965.89212,6340290197.84099,6701987717.33389,6755190460.18461,6274592706.10752,6582732621.75334,7355314349.81155
Liberia,LBR,"Population, total",SP.POP.TOTL,2895224,2981648,3060599,3085173,3122447,3266318,3455397,3632740,3783887,3905066,4019956,4181150,4331740,4427313,4519398,4612329,4706097,4796631,4889391,4985289,5087584,5193416,5302681
Liberia,LBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2498523526.57495,2460710818.44476,2580683979.62937,1776432935.49818,1916651001.79837,2135909125.65634,2458958754.98032,2841527780.72464,3172321790.40873,3401448923.59009,3620472461.07019,4164518138.6144,4514003068.97862,5334913744.81698,5542938998.85639,5360350195.46655,6015889037.98666,6698170705.57433,6646436842.79272,6758406605.35795,7062960355.70508,7658716930.11754,..
Libya,LBY,"Population, total",SP.POP.TOTL,5154790,5275916,5405326,5542641,5687563,5837986,5973369,6097177,6228370,6360191,6491988,6188132,5869870,5985221,6097764,6192235,6282196,6378261,6477793,6569088,6653942,6735277,6812341
Libya,LBY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,111924519566.527,129958818553.248,136387742132.517,155959129786.904,172916947077.544,191080685725.486,193642222502.472,186552955126.352,196352044386.692,99691267237.2912,168937876910.8,143665231122.133,128179493979.536,140722108993.597,139469629883.064,157384574068.676,172913117039.119,158392951889.998,111729109304.766,148252326788.054,160790356479.682
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33026,33376,33693,34000,34300,34603,34889,35150,35401,35675,35926,36189,36505,36806,37096,37355,37609,37889,38181,38482,38756,39039,39327
Liechtenstein,LIE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137,2794885,2800839,2831639
Lithuania,LTU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29029544151.2809,32313319069.8878,35703851154.3005,40193557490.2283,42974330734.5255,47408986558.9977,52802573501.4048,59292937908.3855,64177341430.8005,58599423907.4161,61840267863.2885,67271318532.7459,71500144701.1755,77288358779.9173,81671309475.3965,80739607677.7808,85539531064.6837,92039528370.0757,98750006717.1197,107857242304.866,109152956208.409,118672784745.144,133438304563.547
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103
Luxembourg,LUX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,21279260161.4787,22075984157.1662,22046814197.7605,22012600202.9716,26742196986.3426,29141028336.9067,29850892827.9247,34736403195.047,34794463610.1528,27579690275.4829,31130318488.1266,33946894207.153,39411330076.4234,39343582938.4733,42551389036.5531,39536868192.2836,43719406405.0222,49076634720.7979,50626129447.9929,50819126700.5479,52948149428.4959,57717954360.4848,61861379148.5924
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,431896,439122,449665,462533,475529,488619,501863,515330,529038,543021,557297,571003,582766,593374,604167,615239,626688,638609,650991,663653,676283,686607,695168
"Macao SAR, China",MAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13665594982.2731,15602155691.4324,17188892294.2352,19290169815.2815,24238684747.9057,26685082354.738,29856612201.1898,38593049726.7391,36394765062.6907,37769842557.8934,47277393455.7893,56959985933.7459,63620699006.4561,73602607064.8824,75796054375.185,62556810027.0314,63493583929.0677,69810522615.9816,75380352620.4252,75004112899.1268,46505669730.2914,50243460175.8433,50866496031.3188
Madagascar,MDG,"Population, total",SP.POP.TOTL,16216431,16709665,17211934,17724310,18250774,18792171,19350299,19924958,20513599,21117092,21731053,22348158,22966240,23588073,24215976,24850912,25501941,26169542,26846541,27533134,28225177,28915653,29611714
Madagascar,MDG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19977597576.2023,21707934790.1929,19318033675.6565,21656048774.7091,23472720349.8462,25182036217.0586,27301873792.3441,30032347138.2638,32688637456.4427,31399074509.5161,31885721689.3466,33049341711.3734,33114683610.6242,34055255226.3951,35676221133.717,36068431289.2327,38413305508.975,39234604622.8211,41381116791.8314,43915945484.9234,41546864839.2679,46322231523.0578,51109480245.2962
Malawi,MWI,"Population, total",SP.POP.TOTL,11229387,11498818,11784498,12087965,12411342,12755648,13118307,13495463,13889423,14298932,14718422,15146094,15581251,16024775,16477966,16938942,17405624,17881167,18367883,18867337,19377061,19889742,20405317
Malawi,MWI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10966636790.2136,10612042652.7666,10966837005.3769,11819348226.8778,12792240954.9904,13646266610.6984,14743238198.2316,16649624390.4271,18271853718.5024,19853280738.2021,21379434977.569,22915931818.7053,22812143610.5777,25044833108.1261,25110983966.7566,24094015282.6412,25600457509.335,25567540132.1443,27346881334.3369,29351716347.8553,29965897205.8003,32117969454.2768,34708748609.0263
Malaysia,MYS,"Population, total",SP.POP.TOTL,22945150,23542517,24142445,24739411,25333247,25923536,26509413,27092604,27664296,28217204,28717731,29184133,29660212,30134807,30606459,31068833,31526418,31975806,32399271,32804020,33199993,33573874,33938221
Malaysia,MYS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,274904261897.927,285148343851.574,307599071355.135,335937974571.712,369267337840.23,404296005880.994,446983228722.7,491978362693.131,520864348772.878,521578437866.568,560169718555.714,607129184341.237,643498757192.916,668794343781.363,710620293507.506,730292729357.474,762176005888.175,805935510019.48,862637651371.256,921626009055.615,888145204225.747,951696833579.969,1100052056615.08
Maldives,MDV,"Population, total",SP.POP.TOTL,282507,287324,292284,297226,302135,307018,314401,325126,336883,349037,361575,374440,387539,400728,416738,435582,454252,472442,489758,504508,514438,521457,523787
Maldives,MDV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2290748392.93742,2297236888.68502,2509754316.38083,2883515398.48646,3153032714.71698,2891909103.62452,3687616152.80919,3536160900.6805,4048931267.84242,3808008670.96402,4064262096.66055,4576759273.88666,4895019471.57329,5427803411.84805,6249990156.79248,7048469100.24056,7670216999.66925,8373108482.20823,9184924374.17071,9958607080.02559,6884071175.67974,9791307353.58602,11965333086.4347
Mali,MLI,"Population, total",SP.POP.TOTL,11239101,11583824,11952660,12342165,12751995,13180551,13623541,14080912,14551117,15032635,15529181,16039734,16514687,17004033,17551814,18112907,18700106,19311355,19934298,20567424,21224040,21904983,22593590
Mali,MLI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12278775910.5507,13933816258.0789,14378515201.1902,16472759392.4294,17189614519.1294,18892790391.5997,20294820135.0021,21585436309.0643,23164031281.258,24085110760.3815,25842327187.881,27331464772.5263,27142665899.9272,28848666648.5951,31565052224.5886,34646998121.6541,38276068960.858,40237794150.9203,43281770855.0279,45661038953.3066,45587605239.6839,48895142269.7684,54616092531.0994
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536,531113
Malta,MLT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6892040937.08569,7320604547.94969,7819228984.56382,8308956875.93491,8611730410.59941,8733491082.35771,9066860756.68121,9686156873.84558,10690588468.5813,10413913505.157,11293019732.3272,11778079503.6065,12104448720.2804,13074253749.3043,14147661907.2111,15748228246.4777,16310103361.4933,18319542075.9529,20159643562.3971,22703740810.8302,20934144510.4304,23661341697.4132,26678640410.8055
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,54224,54413,54496,54493,54435,54337,54208,54038,53816,53593,53416,52971,52203,51352,50419,49410,48329,47187,45989,44728,43413,42050,41569
Marshall Islands,MHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,162510014.241522,176052941.403556,180962250.170857,182302181.510202,188846099.73328,202592822.94274,204376559.749056,218398756.309765,208270938.09098,212814663.43125,220198046.000882,221289867.960213,213166601.058821,231126418.202301,238955513.053999,265505359.011569,262984525.223637,268321424.299098,289178033.455879,323749276.054688,311935928.065215,304080546.905452,337835015.216859
Mauritania,MRT,"Population, total",SP.POP.TOTL,2695003,2761823,2821703,2883326,2946575,3012360,3081229,3153508,3233336,3322616,3419461,3524249,3636113,3742959,3843174,3946220,4051890,4160015,4270712,4383849,4498604,4614974,4736139
Mauritania,MRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8053334196.23677,7950168162.54146,8614481600.15398,9362192891.06308,10064481619.4069,11204528371.9699,13103870720.4128,13261820217.9062,13606215758.5509,13925622557.9457,14119748206.4632,14841521503.2747,15331799325.0023,16624623434.4163,16238197197.5205,16498775890.9074,19213092379.4617,21566790208.5217,23353530217.2559,24344802430.9436,24556821823.0181,25772155806.3143,29640876584.7506
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523
Mauritius,MUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10808123811.0252,11495031288.9678,11860445880.8011,12712051983.1077,13658712662.5191,14350288171.7125,15601363494.3378,17269569948.8926,18360008204.2331,18754475553.4195,20130497968.9992,20741526647.5437,22348410420.3769,23425332113.6887,24496065562.9797,25773869285.8811,27393101443.6878,28700639628.6308,31278347775.5084,32798117377.7664,28328003243.4227,30809703796.7137,33398673071.7893
Mexico,MEX,"Population, total",SP.POP.TOTL,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1126248639362.43,1154386462813.79,1179862637988.91,1229173416066.06,1311964939668.08,1382607362679.39,1530791121503.23,1608391808085.87,1707467194598,1688836145275.53,1798797752817.77,1960111492968.93,2059132523819.44,2088045247051.79,2200816239457.53,2251299551791.36,2393565436145.66,2464263195076.44,2538887671385.85,2528644103602.35,2321693122507.88,2492257785838.38,2777738790402.25
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,111709,111948,111992,111805,111438,110940,110301,109532,108704,107868,107588,107887,108232,108609,109024,109462,109925,110430,110929,111379,112106,113131,114164
"Micronesia, Fed. Sts.",FSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,274019057.561926,284841432.004158,289882828.843481,299591934.847365,302033180.605405,319381991.618557,329074045.591923,333900604.332016,327992538.659619,343870371.801529,348068965.247075,364901630.785689,370538704.813825,374747889.601257,372654859.083712,433197513.718828,432990338.381799,441895880.005532,409361730.218139,456856383.609501,450991342.283643,456534317.287187,488560154.144782
Moldova,MDA,"Population, total",SP.POP.TOTL,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9275595970.76798,10271494756.8889,11463848840.2772,12624699260.6829,14139412287.9293,15656884515.5988,16692771552.5355,17325213100.0278,19108348177.2384,17488526036.3563,19423089873.3531,20903838967.2382,22773855801.1692,25944876137.8122,27117590096.3403,27944955743.7236,31104771216.6284,33429890813.0338,35265818725.7688,37343675170.9256,34087964113.335,40017171978.8409,40073742580.6463
