Id	Print_Name	Inverted_Name
mgi	Lijili	Lijili
mgj	Abureni	Abureni
mgk	Mawes	Mawes
mgl	Maleu-Kilenge	Maleu-Kilenge
mgm	Mambae	Mambae
mgn	Mbangi	Mbangi
mgo	Meta'	Meta'
mgp	Eastern Magar	Magar, Eastern
mgq	Malila	Malila
mgr	Mambwe-Lungu	Mambwe-Lungu
mgs	Manda (Tanzania)	Manda (Tanzania)
mgt	Mongol	Mongol
mgu	Mailu	Mailu
mgv	Matengo	Matengo
mgw	Matumbi	Matumbi
mgx	Omati	Omati
mgy	Mbunga	Mbunga
mgz	Mbugwe	Mbugwe
mha	Manda (India)	Manda (India)
mhb	Mahongwe	Mahongwe
mhc	Mocho	Mocho
mhd	Mbugu	Mbugu
mhe	Besisi	Besisi
mhf	Mamaa	Mamaa
mhg	Margu	Margu
mhh	Maskoy Pidgin	Maskoy Pidgin
mhi	Ma'di	Ma'di
mhj	Mogholi	Mogholi
mhk	Mungaka	Mungaka
mhl	Mauwake	Mauwake
mhm	Makhuwa-Moniga	Makhuwa-Moniga
mhn	Mócheno	Mócheno
mho	Mashi (Zambia)	Mashi (Zambia)
mhp	Balinese Malay	Malay, Balinese
mhq	Mandan	Mandan
mhr	Eastern Mari	Mari, Eastern
mhs	Buru (Indonesia)	Buru (Indonesia)
mht	Mandahuaca	Mandahuaca
mhu	Digaro-Mishmi	Digaro-Mishmi
mhv	Arakanese	Arakanese
mhw	Mbukushu	Mbukushu
mhx	Maru	Maru
mhy	Ma'anyan	Ma'anyan
mhz	Mor (Mor Islands)	Mor (Mor Islands)
mia	Miami	Miami
mib	Atatláhuca Mixtec	Mixtec, Atatláhuca
mic	Mi'kmaq	Mi'kmaq
mic	Micmac	Micmac
mid	Mandaic	Mandaic
mie	Ocotepec Mixtec	Mixtec, Ocotepec
mif	Mofu-Gudur	Mofu-Gudur
mig	San Miguel El Grande Mixtec	Mixtec, San Miguel El Grande
mih	Chayuco Mixtec	Mixtec, Chayuco
mii	Chigmecatitlán Mixtec	Mixtec, Chigmecatitlán
mij	Abar	Abar
mik	Mikasuki	Mikasuki
mil	Peñoles Mixtec	Mixtec, Peñoles
mim	Alacatlatzala Mixtec	Mixtec, Alacatlatzala
min	Minangkabau	Minangkabau
mio	Pinotepa Nacional Mixtec	Mixtec, Pinotepa Nacional
mip	Apasco-Apoala Mixtec	Mixtec, Apasco-Apoala
miq	Mískito	Mískito
mir	Isthmus Mixe	Mixe, Isthmus
mit	Southern Puebla Mixtec	Mixtec, Southern Puebla
miu	Cacaloxtepec Mixtec	Mixtec, Cacaloxtepec
miv	Mimi	Mimi
miw	Akoye	Akoye
mix	Mixtepec Mixtec	Mixtec, Mixtepec
miy	Ayutla Mixtec	Mixtec, Ayutla
miz	Coatzospan Mixtec	Mixtec, Coatzospan
mja	Mahei	Mahei
mjc	San Juan Colorado Mixtec	Mixtec, San Juan Colorado
mjd	Northwest Maidu	Maidu, Northwest
mje	Muskum	Muskum
mjg	Tu	Tu
mjh	Mwera (Nyasa)	Mwera (Nyasa)
mji	Kim Mun	Kim Mun
mjj	Mawak	Mawak
mjk	Matukar	Matukar
mjl	Mandeali	Mandeali
mjm	Medebur	Medebur
mjn	Ma (Papua New Guinea)	Ma (Papua New Guinea)
mjo	Malankuravan	Malankuravan
mjp	Malapandaram	Malapandaram
mjq	Malaryan	Malaryan
mjr	Malavedan	Malavedan
mjs	Miship	Miship
mjt	Sauria Paharia	Sauria Paharia
mju	Manna-Dora	Manna-Dora
mjv	Mannan	Mannan
mjw	Karbi	Karbi
mjx	Mahali	Mahali
mjy	Mahican	Mahican
mjz	Majhi	Majhi
mka	Mbre	Mbre
mkb	Mal Paharia	Mal Paharia
mkc	Siliput	Siliput
mkd	Macedonian	Macedonian
mke	Mawchi	Mawchi
mkf	Miya	Miya
mkg	Mak (China)	Mak (China)
mki	Dhatki	Dhatki
mkj	Mokilese	Mokilese
mkk	Byep	Byep
mkl	Mokole	Mokole
mkm	Moklen	Moklen
mkn	Kupang Malay	Malay, Kupang
mko	Mingang Doso	Mingang Doso
mkp	Moikodi	Moikodi
mkq	Bay Miwok	Miwok, Bay
mkr	Malas	Malas
mks	Silacayoapan Mixtec	Mixtec, Silacayoapan
mkt	Vamale	Vamale
mku	Konyanka Maninka	Maninka, Konyanka
mkv	Mafea	Mafea
mkw	Kituba (Congo)	Kituba (Congo)
mkx	Cinamiguin Manobo	Manobo, Cinamiguin
mky	East Makian	Makian, East
mkz	Makasae	Makasae
mla	Malo	Malo
mlb	Mbule	Mbule
mlc	Cao Lan	Cao Lan
mld	Malakhel	Malakhel
mle	Manambu	Manambu
mlf	Mal	Mal
mlg	Malagasy	Malagasy
mlh	Mape	Mape
mli	Malimpung	Malimpung
mlj	Miltu	Miltu
mlk	Malakote	Malakote
mll	Malua Bay	Malua Bay
mlm	Mulam	Mulam
mln	Malango	Malango
mlo	Mlomp	Mlomp
mlp	Bargam	Bargam
mlq	Western Maninkakan	Maninkakan, Western
mlr	Vame	Vame
mls	Masalit	Masalit
mlt	Maltese	Maltese
mlu	To'abaita	To'abaita
mlv	Motlav	Motlav
mlw	Moloko	Moloko
mlx	Malfaxal	Malfaxal
mly	Malay (specific)	Malay (specific)
mlz	Malaynon	Malaynon
mma	Mama	Mama
mmb	Momina	Momina
mmc	Michoacán Mazahua	Mazahua, Michoacán
mmd	Maonan	Maonan
mme	Mae	Mae
mmf	Mundat	Mundat
mmg	North Ambrym	Ambrym, North
mmh	Mehináku	Mehináku
mmi	Musar	Musar
mmj	Majhwar	Majhwar
mmk	Mukha-Dora	Mukha-Dora
mml	Man Met	Man Met
mmm	Maii	Maii
mmn	Mamanwa	Mamanwa
mmo	Mangga Buang	Buang, Mangga
mmp	Musan	Musan
mmq	Musak	Musak
mmr	Western Xiangxi Hmong	Hmong, Western Xiangxi
mms	Southern Mam	Mam, Southern
mmt	Malalamai	Malalamai
mmu	Mmaala	Mmaala
mmv	Miriti	Miriti
mmw	Emae	Emae
mmx	Madak	Madak
mmy	Migaama	Migaama
mmz	Mabaale	Mabaale
mna	Mbula	Mbula
mnb	Muna	Muna
mnc	Manchu	Manchu
mnd	Mondé	Mondé
mne	Naba	Naba
mnf	Mundani	Mundani
mng	Eastern Mnong	Mnong, Eastern
mnh	Mono (Democratic Republic of Congo)	Mono (Democratic Republic of Congo)
mni	Manipuri	Manipuri
mnj	Munji	Munji
mnk	Mandinka	Mandinka
mnl	Tiale	Tiale
mnm	Mapena	Mapena
mnn	Southern Mnong	Mnong, Southern
mnp	Min Bei Chinese	Chinese, Min Bei
mnq	Minriq	Minriq
mnr	Mono (USA)	Mono (USA)
mns	Mansi	Mansi
mnt	Maykulan	Maykulan
mnu	Mer	Mer
mnv	Rennell-Belona	Rennell-Belona
mnw	Mon	Mon
mnx	Manikion	Manikion
mny	Manyawa	Manyawa
mnz	Moni	Moni
moa	Mwan	Mwan
mob	Moinba	Moinba
moc	Mocoví	Mocoví
mod	Mobilian	Mobilian
moe	Montagnais	Montagnais
mof	Mohegan-Montauk-Narragansett	Mohegan-Montauk-Narragansett
mog	Mongondow	Mongondow
moh	Mohawk	Mohawk
moi	Mboi	Mboi
moj	Monzombo	Monzombo
mok	Morori	Morori
mol	Moldavian	Moldavian
mom	Monimbo	Monimbo
mon	Mongolian	Mongolian
moo	Monom	Monom
mop	Mopán Maya	Mopán Maya
moq	Mor (Bomberai Peninsula)	Mor (Bomberai Peninsula)
mor	Moro	Moro
mos	Mossi	Mossi
mot	Barí	Barí
mou	Mogum	Mogum
mov	Mohave	Mohave
mow	Moi (Congo)	Moi (Congo)
mox	Molima	Molima
moy	Shekkacho	Shekkacho
moz	Mukulu	Mukulu
mpa	Mpoto	Mpoto
mpb	Mullukmulluk	Mullukmulluk
mpc	Mangarayi	Mangarayi
mpd	Machinere	Machinere
mpe	Majang	Majang
mpf	Tajumulco Mam	Mam, Tajumulco
mpg	Marba	Marba
mph	Maung	Maung
mpi	Mpade	Mpade
mpj	Martu Wangka	Martu Wangka
mpk	Mbara (Chad)	Mbara (Chad)
mpl	Middle Watut	Watut, Middle
mpm	Yosondúa Mixtec	Mixtec, Yosondúa
mpn	Mindiri	Mindiri
mpo	Miu	Miu
mpp	Migabac	Migabac
mpq	Matís	Matís
mpr	Vangunu	Vangunu
mps	Dadibi	Dadibi
mpt	Mian	Mian
mpu	Makuráp	Makuráp
mpv	Munkip	Munkip
mpw	Mapidian	Mapidian
mpx	Misima-Paneati	Misima-Paneati
mpy	Mapia	Mapia
mpz	Mpi	Mpi
mqa	Maba (Indonesia)	Maba (Indonesia)
mqb	Mbuko	Mbuko
mqc	Mangole	Mangole
mqd	Madang	Madang
mqe	Matepi	Matepi
mqf	Momuna	Momuna
mqg	Kota Bangun Kutai Malay	Malay, Kota Bangun Kutai
mqh	Tlazoyaltepec Mixtec	Mixtec, Tlazoyaltepec
mqi	Mariri	Mariri
mqj	Mamasa	Mamasa
mqk	Rajah Kabunsuwan Manobo	Manobo, Rajah Kabunsuwan
mql	Mbelime	Mbelime
mqm	South Marquesan	Marquesan, South
mqn	Moronene	Moronene
mqo	Modole	Modole
mqp	Manipa	Manipa
mqq	Minokok	Minokok
mqr	Mander	Mander
mqs	West Makian	Makian, West
mqt	Mok	Mok
mqu	Mandari	Mandari
mqv	Mosimo	Mosimo
mqw	Murupi	Murupi
mqx	Mamuju	Mamuju
mqy	Manggarai	Manggarai
mqz	Malasanga	Malasanga
mra	Mlabri	Mlabri
mrb	Marino	Marino
mrc	Maricopa	Maricopa
mrd	Western Magar	Magar, Western
mre	Martha's Vineyard Sign Language	Martha's Vineyard Sign Language
mrf	Elseng	Elseng
mrg	Miri	Miri
mrh	Mara Chin	Chin, Mara
mri	Maori	Maori
mrj	Western Mari	Mari, Western
mrk	Hmwaveke	Hmwaveke
mrl	Mortlockese	Mortlockese
mrm	Merlav	Merlav
mrn	Cheke Holo	Cheke Holo
mro	Mru	Mru
mrp	Morouas	Morouas
mrq	North Marquesan	Marquesan, North
mrr	Maria (India)	Maria (India)
mrs	Maragus	Maragus
mrt	Marghi Central	Marghi Central
mru	Mono (Cameroon)	Mono (Cameroon)
mrv	Mangareva	Mangareva
mrw	Maranao	Maranao
mrx	Maremgi	Maremgi
mry	Karaga Mandaya	Mandaya, Karaga
mrz	Marind	Marind
msa	Malay (generic)	Malay (generic)
msb	Masbatenyo	Masbatenyo
msc	Sankaran Maninka	Maninka, Sankaran
msd	Yucatec Maya Sign Language	Yucatec Maya Sign Language
mse	Musey	Musey
msf	Mekwei	Mekwei
msg	Moraid	Moraid
msh	Masikoro Malagasy	Malagasy, Masikoro
msi	Sabah Malay	Malay, Sabah
msj	Ma (Democratic Republic of Congo)	Ma (Democratic Republic of Congo)
msk	Mansaka	Mansaka
msl	Molof	Molof
msm	Agusan Manobo	Manobo, Agusan
msn	Mosina	Mosina
mso	Mombum	Mombum
msp	Maritsauá	Maritsauá
msq	Caac	Caac
msr	Mongolian Sign Language	Mongolian Sign Language
mss	West Masela	Masela, West
mst	Cataelano Mandaya	Mandaya, Cataelano
msu	Musom	Musom
msv	Maslam	Maslam
msw	Mansoanka	Mansoanka
msx	Moresada	Moresada
msy	Aruamu	Aruamu
msz	Momare	Momare
mta	Cotabato Manobo	Manobo, Cotabato
mtb	Anyin Morofo	Anyin Morofo
mtc	Munit	Munit
mtd	Mualang	Mualang
mte	Mono (Solomon Islands)	Mono (Solomon Islands)
mtf	Murik	Murik
mtg	Una	Una
mth	Munggui	Munggui
mti	Maiwa (Papua New Guinea)	Maiwa (Papua New Guinea)
mtj	Moskona	Moskona
mtk	Mbe'	Mbe'
mtl	Montol	Montol
mtm	Mator	Mator
mtn	Matagalpa	Matagalpa
mto	Totontepec Mixe	Mixe, Totontepec
mtp	Wichí Lhamtés Nocten	Wichí Lhamtés Nocten
mtq	Muong	Muong
mtr	Mewari	Mewari
mts	Yora	Yora
mtt	Mota	Mota
mtu	Tututepec Mixtec	Mixtec, Tututepec
mtv	Asaro'o	Asaro'o
mtw	Magahat	Magahat
mtx	Tidaá Mixtec	Mixtec, Tidaá
mty	Nabi	Nabi
mtz	Tacanec	Tacanec
mua	Mundang	Mundang
mub	Mubi	Mubi
muc	Mbu'	Mbu'
mud	Mednyj Aleut	Aleut, Mednyj
mue	Media Lengua	Media Lengua
mug	Musgu	Musgu
muh	Mündü	Mündü
mui	Musi	Musi
muj	Mabire	Mabire
muk	Mugom	Mugom
mul	Multiple languages	Multiple languages
mum	Maiwala	Maiwala
muo	Nyong	Nyong
mup	Malvi	Malvi
muq	Eastern Xiangxi Hmong	Hmong, Eastern Xiangxi
mur	Murle	Murle
mus	Creek	Creek
mut	Western Muria	Muria, Western
muu	Yaaku	Yaaku
muv	Muthuvan	Muthuvan
muw	Mundari	Mundari
mux	Mbo-Ung	Mbo-Ung
muy	Muyang	Muyang
muz	Mursi	Mursi
mva	Manam	Manam
mvb	Mattole	Mattole
mvc	Central Mam	Mam, Central
mvd	Mamboru	Mamboru
mve	Marwari (Pakistan)	Marwari (Pakistan)
mvf	Peripheral Mongolian	Mongolian, Peripheral
mvg	Yucuañe Mixtec	Mixtec, Yucuañe
mvh	Mire	Mire
mvi	Miyako	Miyako
mvj	Todos Santos Cuchumatán Mam	Mam, Todos Santos Cuchumatán
mvk	Mekmek	Mekmek
mvl	Mbara (Australia)	Mbara (Australia)
mvm	Muya	Muya
mvn	Minaveha	Minaveha
mvo	Marovo	Marovo
mvp	Duri	Duri
mvq	Moere	Moere
mvr	Marau	Marau
mvs	Massep	Massep
mvt	Mpotovoro	Mpotovoro
mvu	Marfa	Marfa
mvv	Tagal Murut	Murut, Tagal
mvw	Machinga	Machinga
mvx	Meoswar	Meoswar
mvy	Indus Kohistani	Kohistani, Indus
mvz	Mesqan	Mesqan
mwa	Mwatebu	Mwatebu
mwb	Juwal	Juwal
mwc	Are	Are
mwd	Mudbura	Mudbura
mwe	Mwera (Chimwera)	Mwera (Chimwera)
mwf	Murrinh-Patha	Murrinh-Patha
mwg	Aiklep	Aiklep
mwh	Mouk-Aria	Mouk-Aria
mwi	Labo	Labo
mwj	Maligo	Maligo
mwk	Kita Maninkakan	Maninkakan, Kita
mwl	Mirandese	Mirandese
mwm	Sar	Sar
mwn	Nyamwanga	Nyamwanga
mwo	Central Maewo	Maewo, Central
mwp	Kala Lagaw Ya	Kala Lagaw Ya
mwq	Mün Chin	Chin, Mün
mwr	Marwari	Marwari
mws	Mwimbi-Muthambi	Mwimbi-Muthambi
mwt	Moken	Moken
mwu	Mittu	Mittu
mwv	Mentawai	Mentawai
mww	Hmong Daw	Hmong Daw
mwx	Mediak	Mediak
mwy	Mosiro	Mosiro
mwz	Moingi	Moingi
mxa	Northwest Oaxaca Mixtec	Mixtec, Northwest Oaxaca
mxb	Tezoatlán Mixtec	Mixtec, Tezoatlán
mxc	Manyika	Manyika
mxd	Modang	Modang
mxe	Mele-Fila	Mele-Fila
mxf	Malgbe	Malgbe
mxg	Mbangala	Mbangala
mxh	Mvuba	Mvuba
mxi	Mozarabic	Mozarabic
mxj	Miju-Mishmi	Miju-Mishmi
mxk	Monumbo	Monumbo
mxl	Maxi Gbe	Gbe, Maxi
mxm	Meramera	Meramera
mxn	Moi (Indonesia)	Moi (Indonesia)
mxo	Mbowe	Mbowe
mxp	Tlahuitoltepec Mixe	Mixe, Tlahuitoltepec
mxq	Juquila Mixe	Mixe, Juquila
mxr	Murik Kayan	Kayan, Murik
mxs	Huitepec Mixtec	Mixtec, Huitepec
mxt	Jamiltepec Mixtec	Mixtec, Jamiltepec
mxu	Mada (Cameroon)	Mada (Cameroon)
mxv	Metlatónoc Mixtec	Mixtec, Metlatónoc
mxw	Namo	Namo
mxx	Mahou	Mahou
mxy	Southeastern Nochixtlán Mixtec	Mixtec, Southeastern Nochixtlán
mxz	Central Masela	Masela, Central
mya	Burmese	Burmese
myb	Mbay	Mbay
myc	Mayeka	Mayeka
myd	Maramba	Maramba
mye	Myene	Myene
myf	Bambassi	Bambassi
myg	Manta	Manta
myh	Makah	Makah
myi	Mina (India)	Mina (India)
myj	Mangayat	Mangayat
myk	Mamara Senoufo	Senoufo, Mamara
myl	Moma	Moma
mym	Me'en	Me'en
myo	Anfillo	Anfillo
myp	Pirahã	Pirahã
myq	Forest Maninka	Maninka, Forest
myr	Muniche	Muniche
mys	Mesmes	Mesmes
myt	Sangab Mandaya	Mandaya, Sangab
myu	Mundurukú	Mundurukú
myv	Erzya	Erzya
myw	Muyuw	Muyuw
myx	Masaba	Masaba
myy	Macuna	Macuna
myz	Classical Mandaic	Mandaic, Classical
mza	Santa María Zacatepec Mixtec	Mixtec, Santa María Zacatepec
mzb	Tumzabt	Tumzabt
mzc	Madagascar Sign Language	Madagascar Sign Language
mzd	Malimba	Malimba
mze	Morawa	Morawa
mzf	Aiku	Aiku
mzg	Monastic Sign Language	Monastic Sign Language
mzh	Wichí Lhamtés Güisnay	Wichí Lhamtés Güisnay
mzi	Ixcatlán Mazatec	Mazatec, Ixcatlán
mzj	Manya	Manya
mzk	Nigeria Mambila	Mambila, Nigeria
mzl	Mazatlán Mixe	Mixe, Mazatlán
mzm	Mumuye	Mumuye
mzn	Mazanderani	Mazanderani
mzo	Matipuhy	Matipuhy
mzp	Movima	Movima
mzq	Mori Atas	Mori Atas
mzr	Marúbo	Marúbo
mzs	Macanese	Macanese
mzt	Mintil	Mintil
mzu	Inapang	Inapang
mzv	Manza	Manza
mzw	Deg	Deg
mzx	Mawayana	Mawayana
mzy	Mozambican Sign Language	Mozambican Sign Language
mzz	Maiadomu	Maiadomu
nab	Southern Nambikuára	Nambikuára, Southern
nac	Narak	Narak
nad	Nijadali	Nijadali
nae	Naka'ela	Naka'ela
naf	Nabak	Nabak
nag	Naga Pidgin	Naga Pidgin
naj	Nalu	Nalu
nak	Nakanai	Nakanai
nal	Nalik	Nalik
nam	Nangikurrunggurr	Nangikurrunggurr
nan	Min Nan Chinese	Chinese, Min Nan
nao	Naaba	Naaba
nap	Neapolitan	Neapolitan
naq	Nama (Namibia)	Nama (Namibia)
nar	Iguta	Iguta
nas	Naasioi	Naasioi
nat	Hungworo	Hungworo
nau	Nauru	Nauru
nav	Navaho	Navaho
nav	Navajo	Navajo
naw	Nawuri	Nawuri
nax	Nakwi	Nakwi
nay	Narrinyeri	Narrinyeri
naz	Coatepec Nahuatl	Nahuatl, Coatepec
nba	Nyemba	Nyemba
nbb	Ndoe	Ndoe
nbc	Chang Naga	Naga, Chang
nbd	Ngbinda	Ngbinda
nbe	Konyak Naga	Naga, Konyak
nbf	Naxi	Naxi
nbg	Nagarchal	Nagarchal
nbh	Ngamo	Ngamo
nbi	Mao Naga	Naga, Mao
nbj	Ngarinman	Ngarinman
nbk	Nake	Nake
nbl	South Ndebele	Ndebele, South
nbm	Ngbaka Ma'bo	Ngbaka Ma'bo
nbn	Kuri	Kuri
nbo	Nkukoli	Nkukoli
nbp	Nnam	Nnam
nbq	Nggem	Nggem
nbr	Numana-Nunku-Gbantu-Numbu	Numana-Nunku-Gbantu-Numbu
nbs	Namibian Sign Language	Namibian Sign Language
nbt	Na	Na
nbu	Rongmei Naga	Naga, Rongmei
nbv	Ngamambo	Ngamambo
nbw	Southern Ngbandi	Ngbandi, Southern
nbx	Ngura	Ngura
nby	Ningera	Ningera
nca	Iyo	Iyo
ncb	Central Nicobarese	Nicobarese, Central
ncc	Ponam	Ponam
ncd	Nachering	Nachering
nce	Yale	Yale
ncf	Notsi	Notsi
ncg	Nisga'a	Nisga'a
nch	Central Huasteca Nahuatl	Nahuatl, Central Huasteca
nci	Classical Nahuatl	Nahuatl, Classical
ncj	Northern Puebla Nahuatl	Nahuatl, Northern Puebla
nck	Nakara	Nakara
ncl	Michoacán Nahuatl	Nahuatl, Michoacán
ncm	Nambo	Nambo
ncn	Nauna	Nauna
nco	Sibe	Sibe
ncp	Ndaktup	Ndaktup
ncr	Ncane	Ncane
ncs	Nicaraguan Sign Language	Nicaraguan Sign Language
nct	Chothe Naga	Naga, Chothe
ncu	Chumburung	Chumburung
ncx	Central Puebla Nahuatl	Nahuatl, Central Puebla
ncz	Natchez	Natchez
nda	Ndasa	Ndasa
ndb	Kenswei Nsei	Kenswei Nsei
ndc	Ndau	Ndau
ndd	Nde-Nsele-Nta	Nde-Nsele-Nta
nde	North Ndebele	Ndebele, North
ndf	Nadruvian	Nadruvian
ndg	Ndengereko	Ndengereko
ndh	Ndali	Ndali
ndi	Samba Leko	Samba Leko
ndj	Ndamba	Ndamba
ndk	Ndaka	Ndaka
ndl	Ndolo	Ndolo
ndm	Ndam	Ndam
ndn	Ngundi	Ngundi
ndo	Ndonga	Ndonga
ndp	Ndo	Ndo
ndq	Ndombe	Ndombe
ndr	Ndoola	Ndoola
nds	Low Saxon	Saxon, Low
nds	Low German	German, Low
ndt	Ndunga	Ndunga
ndu	Dugun	Dugun
ndv	Ndut	Ndut
ndw	Ndobo	Ndobo
ndx	Nduga	Nduga
ndy	Lutos	Lutos
ndz	Ndogo	Ndogo
nea	Eastern Ngad'a	Ngad'a, Eastern
neb	Toura (Côte d'Ivoire)	Toura (Côte d'Ivoire)
nec	Nedebang	Nedebang
ned	Nde-Gbite	Nde-Gbite
nee	Kumak	Kumak
nef	Nefamese	Nefamese
neg	Negidal	Negidal
neh	Nyenkha	Nyenkha
nei	Neo-Hittite	Hittite, Neo-
nej	Neko	Neko
nek	Neku	Neku
nem	Nemi	Nemi
nen	Nengone	Nengone
neo	Ná-Meo	Ná-Meo
nep	Nepali	Nepali
neq	North Central Mixe	Mixe, North Central
ner	Yahadian	Yahadian
nes	Bhoti Kinnauri	Kinnauri, Bhoti
net	Nete	Nete
nev	Nyaheun	Nyaheun
new	Nepal Bhasa	Bhasa, Nepal
new	Newari	Newari
nex	Neme	Neme
ney	Neyo	Neyo
nez	Nez Perce	Nez Perce
nfa	Dhao	Dhao
nfd	Ndun	Ndun
nfg	Nyeng	Nyeng
nfk	Shakara	Shakara
nfl	Ayiwo	Ayiwo
nfr	Nafaanra	Nafaanra
nfu	Mfumte	Mfumte
nga	Ngbaka	Ngbaka
ngb	Northern Ngbandi	Ngbandi, Northern
ngc	Ngombe (Democratic Republic of Congo)	Ngombe (Democratic Republic of Congo)
ngd	Ngando (Central African Republic)	Ngando (Central African Republic)
nge	Ngemba	Ngemba
ngg	Ngbaka Manza	Ngbaka Manza
ngh	N/u	N/u
ngi	Ngizim	Ngizim
ngj	Ngie	Ngie
ngk	Ngalkbun	Ngalkbun
ngl	Lomwe	Lomwe
ngm	Ngatik Men's Creole	Ngatik Men's Creole
ngn	Ngwo	Ngwo
ngo	Ngoni	Ngoni
ngp	Ngulu	Ngulu
ngq	Ngurimi	Ngurimi
ngr	Nanggu	Nanggu
ngs	Gvoko	Gvoko
ngt	Ngeq	Ngeq
ngu	Guerrero Nahuatl	Nahuatl, Guerrero
ngv	Nagumi	Nagumi
ngw	Ngwaba	Ngwaba
ngx	Nggwahyi	Nggwahyi
ngy	Tibea	Tibea
ngz	Ngungwel	Ngungwel
nhb	Beng	Beng
nhc	Tabasco Nahuatl	Nahuatl, Tabasco
nhd	Chiripá	Chiripá
nhe	Eastern Huasteca Nahuatl	Nahuatl, Eastern Huasteca
nhf	Nhuwala	Nhuwala
nhg	Tetelcingo Nahuatl	Nahuatl, Tetelcingo
nhh	Nahari	Nahari
nhi	Tenango Nahuatl	Nahuatl, Tenango
nhj	Tlalitzlipa Nahuatl	Nahuatl, Tlalitzlipa
nhk	Isthmus-Cosoleacaque Nahuatl	Nahuatl, Isthmus-Cosoleacaque
nhm	Morelos Nahuatl	Nahuatl, Morelos
nhn	Central Nahuatl	Nahuatl, Central
nho	Takuu	Takuu
nhp	Isthmus-Pajapan Nahuatl	Nahuatl, Isthmus-Pajapan
nhq	Huaxcaleca Nahuatl	Nahuatl, Huaxcaleca
nhr	Naro	Naro
nhs	Southeastern Puebla Nahuatl	Nahuatl, Southeastern Puebla
nht	Ometepec Nahuatl	Nahuatl, Ometepec
nhu	Noone	Noone
nhv	Temascaltepec Nahuatl	Nahuatl, Temascaltepec
nhw	Western Huasteca Nahuatl	Nahuatl, Western Huasteca
nhx	Isthmus-Mecayapan Nahuatl	Nahuatl, Isthmus-Mecayapan
nhy	Northern Oaxaca Nahuatl	Nahuatl, Northern Oaxaca
nhz	Santa María La Alta Nahuatl	Nahuatl, Santa María La Alta
nia	Nias	Nias
nib	Nakama	Nakama
nid	Ngandi	Ngandi
nie	Niellim	Niellim
nif	Nek	Nek
nig	Ngalakan	Ngalakan
nih	Nyiha	Nyiha
nii	Nii	Nii
nij	Ngaju	Ngaju
nik	Southern Nicobarese	Nicobarese, Southern
nil	Nila	Nila
nim	Nilamba	Nilamba
nin	Ninzo	Ninzo
nio	Nganasan	Nganasan
nir	Nimboran	Nimboran
nis	Nimi	Nimi
nit	Southeastern Kolami	Kolami, Southeastern
niu	Niuean	Niuean
niv	Gilyak	Gilyak
niw	Nimo	Nimo
nix	Hema	Hema
niy	Ngiti	Ngiti
niz	Ningil	Ningil
nja	Nzanyi	Nzanyi
njb	Nocte Naga	Naga, Nocte
njd	Ndonde Hamba	Ndonde Hamba
njh	Lotha Naga	Naga, Lotha
nji	Gudanji	Gudanji
njj	Njen	Njen
njl	Njalgulgule	Njalgulgule
njm	Angami Naga	Naga, Angami
njn	Liangmai Naga	Naga, Liangmai
njo	Ao Naga	Naga, Ao
njr	Njerep	Njerep
njs	Nisa	Nisa
njt	Ndyuka-Trio Pidgin	Ndyuka-Trio Pidgin
nju	Ngadjunmaya	Ngadjunmaya
njx	Kunyi	Kunyi
njy	Njyem	Njyem
nka	Nkoya	Nkoya
nkb	Khoibu Naga	Naga, Khoibu
nkc	Nkongho	Nkongho
nkd	Koireng	Koireng
nke	Duke	Duke
nkf	Inpui Naga	Naga, Inpui
nkg	Nekgini	Nekgini
nkh	Khezha Naga	Naga, Khezha
nki	Thangal Naga	Naga, Thangal
nkj	Nakai	Nakai
nkk	Nokuku	Nokuku
nkm	Namat	Namat
nkn	Nkangala	Nkangala
nko	Nkonya	Nkonya
nkp	Niuatoputapu	Niuatoputapu
nkr	Nukuoro	Nukuoro
nks	North Asmat	Asmat, North
nku	Bouna Kulango	Kulango, Bouna
nkw	Nkutu	Nkutu
nkx	Nkoroo	Nkoroo
nky	Khiamniungan Naga	Naga, Khiamniungan
nkz	Nkari	Nkari
nla	Ngombale	Ngombale
nlc	Nalca	Nalca
nld	Flemish	Flemish
nld	Dutch	Dutch
nle	East Nyala	Nyala, East
nlg	Gela	Gela
nli	Grangali	Grangali
nlj	Nyali	Nyali
nlk	Ninia Yali	Yali, Ninia
nll	Nihali	Nihali
nln	Durango Nahuatl	Nahuatl, Durango
nlo	Ngul	Ngul
nlr	Ngarla	Ngarla
nlu	Nchumbulu	Nchumbulu
nlv	Orizaba Nahuatl	Nahuatl, Orizaba
nlx	Nahali	Nahali
nly	Nyamal	Nyamal
nma	Maram Naga	Naga, Maram
nmb	Big Nambas	Nambas, Big
nmc	Ngam	Ngam
nmd	Ndumu	Ndumu
nme	Mzieme Naga	Naga, Mzieme
nmf	Tangkhul Naga	Naga, Tangkhul
nmg	Ngumba	Ngumba
nmh	Monsang Naga	Naga, Monsang
nmi	Nyam	Nyam
nmj	Ngombe (Central African Republic)	Ngombe (Central African Republic)
nmk	Namakura	Namakura
nml	Ndemli	Ndemli
nmm	Manangba	Manangba
nmn	!Xóõ	!Xóõ
nmo	Moyon Naga	Naga, Moyon
nmp	Nimanbur	Nimanbur
nmq	Nambya	Nambya
nmr	Nimbari	Nimbari
nms	Letemboi	Letemboi
nmt	Namonuito	Namonuito
nmu	Northeast Maidu	Maidu, Northeast
nmv	Ngamini	Ngamini
