Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17132854
Netherlands,NLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,511195651319.55,523824221143.996,546473770151.51,551700692752.913,746090101408.325,783057537392.428,798694335814.306,829249805178.371,817617006965.893,834272428413.948,850386650187.231,894410936181.072
New Caledonia,NCL,"Population, total",SP.POP.TOTL,213230,217324,221490,225296,249750,254350,259000,263650,268050,272400,276550,280460
New Caledonia,NCL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900
New Zealand,NZL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,78263633178.5569,82957355031.6826,87388237408.4558,91921198189.3055,129269049408.505,137009855880.047,139354061387.169,154323817980.759,161144697479.75,165867539352.864,174540453572.63,190519238644.078
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5026796,5100750,5171734,5240879,5737723,5807820,5877108,5945747,6013997,6082035,6149928,6217581
Nicaragua,NIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13182165276.1777,13800393191.6865,14202607781.5571,14884576091.3774,22002362423.1949,23889868976.4057,25858675607.6084,27572666667.0367,29513332929.9502,31223673607.2758,33106425272.1495,35298158639.0237
Niger,NER,"Population, total",SP.POP.TOTL,11352973,11771976,12206002,12656870,16425578,17064636,17731634,18426372,19148219,19896965,20672987,21477348
Niger,NER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6717941126.76175,7369782873.72479,7680603416.17245,8262024658.09008,13002403861.2898,13570109302.3365,15278099091.9966,16266169328.377,17907964036.7376,18834168235.1311,20004556581.9543,21356190433.5546
Nigeria,NGA,"Population, total",SP.POP.TOTL,122352009,125463434,128666710,131972533,158578261,162877076,167297284,171829303,176460502,181181744,185989640,190886311
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,271169790972.824,304465156338.948,353279442062.286,383043046110.626,747335301500.763,801705676642.628,857723963031.981,928274560930.797,1021667031894.26,1067885063959.22,1069281617652.38,1087101604504.35
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,69094,69388,68763,67422,54424,53786,53718,54036,54468,54816,55023,55144
Northern Mariana Islands,MNP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4889252,4953088,5018573,5079623,5137232,5190239,5234519,5282223
Norway,NOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,163744425122.04,170851876004.234,172786645952.789,176961583090.935,286311257758.082,310285248850.126,330815080305.209,344244308199.849,349842613934.341,333636448629.817,322635672802.175,337954041895.735
Oman,OMN,"Population, total",SP.POP.TOTL,2267991,2294787,2334285,2385255,3041460,3237268,3464644,3711481,3960925,4199810,4424762,4636262
Oman,OMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,75984849231.2243,81387011119.0632,80347041812.3565,81734713696.2191,126845746005.314,128052701201.132,142995407390.791,154731035172.667,159312029905.558,174730823147.99,184751376284.957,186549508645.568
Pakistan,PAK,"Population, total",SP.POP.TOTL,138523285,141601437,144654143,147703401,170560182,174184265,177911533,181712595,185546257,189380513,193203476,197015955
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,378922806811.068,395078315555.594,421736483116.71,462576357519.435,743097870834.516,784383239309.486,832217599799.386,883026219765.836,945236289216.294,1004747798608.93,1074097407257.12,1148420446241.2
Palau,PLW,"Population, total",SP.POP.TOTL,19175,19404,19574,19700,20470,20599,20758,20920,21094,21288,21503,21729
Palau,PLW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,172733518.625415,187926805.65057,196652353.460736,199139145.016948,238067244.327634,257474030.810622,267739983.281979,259244584.999346,279767206.074178,301877482.910938,312591538.19109,312589718.94771
Panama,PAN,"Population, total",SP.POP.TOTL,3030347,3089684,3149265,3209174,3643222,3707782,3772938,3838462,3903986,3969249,4034119,4098587
Panama,PAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,24520705035.26,25089965959.1446,26917289158.009,27742403381.3913,50676669044.1916,59623957560.3279,66207340247.097,71255781671.7519,74180865303.1419,79289367026.6579,84233633339.013,90939054384.6199
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5572222,5716152,5862316,6010724,7108239,7269348,7430836,7592865,7755785,7919825,8084991,8251162
Papua New Guinea,PNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11370948347.719,11381893740.1345,11609396266.8258,11577813393.3407,20438745746.4432,21528235915.6271,22972223671.5822,24336828280.1103,29047612028.5432,30780931338.2152,31819783958.4124,33245248496.3921
Paraguay,PRY,"Population, total",SP.POP.TOTL,5302700,5406624,5508611,5607950,6209877,6293783,6379219,6465740,6552584,6639119,6725308,6811297
Paraguay,PRY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29450789254.104,30454094549.0684,31801853274.8895,31396479911.2673,56795421346.9274,61234461362.9155,61505356049.6993,67976666167.4483,72974497005.575,75881933456.7815,79744627706.7111,86371792902.736
Peru,PER,"Population, total",SP.POP.TOTL,25914879,26261363,26601467,26937738,29373646,29759989,30158966,30565716,30973354,31376671,31773839,32165485
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,131792210147.341,136476174751.52,145316543237.117,152816707162.29,265497471127.178,288011099798.528,314967920179.847,342931167109.497,359754836073.38,379802109485.697,396822607397.974,414175803671.428
Philippines,PHL,"Population, total",SP.POP.TOTL,77991569,79665315,81352060,83031954,93726624,95277940,96866642,98481032,100102249,101716359,103320222,104918090
Philippines,PHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,306061963777.779,324638825289.049,342984938895.367,365655777908.885,619508201352.525,651365770270.708,711978752731.853,780932821267.995,841635476413.076,900689296521.596,970186200044.268,1052535404550.72
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37975841
Poland,POL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,407500747325.448,424982700470.22,450394072658.275,468246807521.352,775393314444.701,841506497082.308,878843738447.629,911939819925.144,940536187810.6,975038093281.098,997849059348.061,1062129550698.07
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10293718
Portugal,PRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,190612243601.476,198596322075.752,208512012688.947,215220454945.376,279293643234.04,277286324614.859,271419092894.261,287821374657.946,293878003275.358,297492796943.209,308962912144.174,318855088983.115
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3721525,3678732,3634488,3593077,3534874,3473177,3406520,3337177
Puerto Rico,PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,62863040977.7058,64807570076.0863,65659113213.6645,67561897124.2645,80837989476.296,82384682729.5865,85908468504.1886,87364851498.8931,87689868292.4405,87938192149.9963,88161732101.7387,87823520748.9027
Qatar,QAT,"Population, total",SP.POP.TOTL,592267,616886,645659,688586,1779676,1952054,2109568,2250473,2374419,2481539,2569804,2639211
Qatar,QAT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,46845319541.8817,51870118017.3925,56084048161.0215,61112051909.9637,195632008233.227,232525547675.419,251732285794.144,270719449606.934,288674652504.896,309780864140.848,325246784392.263,337955501531.986
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,20246871,20147528,20058035,19983693,19908979,19815481,19702332,19586539
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,130997039955.156,144579251725.088,154447972275.385,164920901095.192,338275751370.748,354760153968.394,373163663838.232,387061929164.361,405393346408.304,418647913061.229,457927748923.151,508133889704.985
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596557,145976083,145306046,144648257,142849449,142960868,143201676,143506911,143819666,144096870,144342396,144495044
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,974629947987.715,1060628740394.34,1145642785078.87,1297547987709.56,2837671791921.19,3373184617515.06,3579360949689.46,3635166063636.95,3644656165133.85,3521836492512.39,3539663675494.7,3721575460626.83
Rwanda,RWA,"Population, total",SP.POP.TOTL,8025703,8329406,8536205,8680346,10246842,10516071,10788853,11065151,11345357,11629553,11917508,12208407
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5007128013.176,5529935597.93515,6369669608.34193,6607309450.20964,13633402206.6599,14979823165.0363,16526599369.4852,17500247292.4825,19085443371.6669,20964376717.0382,22484504123.2915,24347703760.391
Samoa,WSM,"Population, total",SP.POP.TOTL,174610,175566,176582,177662,186205,187665,189194,190757,192290,193759,195125,196440
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,645962513.907901,686373910.818092,954707517.976455,1023455886.77257,1051101857.97742,1046724429.35503,1077194834.95531,1124224394.70738,1215682139.0822,1260244300.4544
San Marino,SMR,"Population, total",SP.POP.TOTL,27418,27762,28121,28494,31110,31504,31914,32303,32657,32960,33203,33400
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,138606,141622,144889,148372,174776,178800,182889,187045,191266,195553,199910,204327
Sao Tome and Principe,STP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,221458538.164535,230712396.504263,254836082.316932,453686673.692435,483633762.251555,496869854.743522,543833580.889824,594404421.291184,611778852.22102,649334087.835028,688689512.318291
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,20764312,21303592,21906308,22556425,27425676,28238020,29086357,29944476,30776722,31557144,32275687,32938213
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,712223111208.064,723161050757.971,711605850888.238,804640234232.253,1236785860821.08,1390008608968.98,1490373845660.02,1557650759195.87,1648749175301.23,1754039080442.05,1798116233849.72,1801853765850.07
Senegal,SEN,"Population, total",SP.POP.TOTL,9884052,10134497,10396861,10670990,12916229,13300910,13703513,14120320,14546111,14976994,15411614,15850567
Senegal,SEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18489610471.0821,19831280571.8917,20217100496.4263,22092746870.0901,34159996062.155,35141864992.8124,37576289387.7172,39256023982.9492,42514142097.3226,45573902744.2271,48818403288.3363,53209333466.1816
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7496522,7480591,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7022268
Serbia,SRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,43038191778.4959,46076912212.2048,50763400232.0509,53500633468.4785,86054665243.8545,91683803773.7663,91108454409.1097,94505075914.5447,94224961796.5101,94384004997.4653,97815692014.5827,100805669949.575
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,89770,87441,88303,89949,91359,93419,94677,95843
Seychelles,SYC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1125609037.46594,1152901696.8165,1100102461.61169,1098782226.06817,1691051643.57275,1835493986.51847,1919084921.83483,2068862357.97985,2178727971.40825,2323345696.65961,2416884701.97036,2572250125.0763
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4564297,4739147,4957216,5199549,6458720,6611692,6766103,6922079,7079162,7237025,7396190,7557212
Sierra Leone,SLE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3199419807.19875,3084249416.95411,3962740820.4667,4438488016.89084,7677386079.4434,8124629823.32337,9976219409.77008,11791530641.4227,12319659466.4169,9992331550.04058,9701082578.99062,11357840507.9474
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253
Singapore,SGP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,164067142952.93,165482331133.948,171998500849.802,181950322059.584,356665493237.227,379732620005.957,395950522098.933,424074999876.529,455033916350.463,463603061831.241,473821775267.431,508278248025.096
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,30600,30777,31472,34056,33435,34640,36607,37685,38824,39969,41109
Sint Maarten (Dutch part),SXM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,1095636025.14479,1169642633.22038,1214028936.46837,1262837254.20983,1277673636.12953,1292174465.29358,1330200688.01195,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439892
Slovak Republic,SVK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,60868466605.4811,66615959470.4763,71203371695.7037,72177827768.6848,131692558563.264,134396740171.443,141334378505.655,149610025166.76,154769445337.157,157213058726.113,163089424580.243,167988986659.327
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066748
Slovenia,SVN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35964856273.1086,37912787455.9478,40300066691.1258,41875526899.9535,56352280219.4785,58661458082.9207,58911723437.8116,60556015596.021,63041487353.6545,62983738354.3229,65686173003.3923,70223723341.1928
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,412609,423853,435262,446769,527790,539614,551531,563513,575504,587482,599419,611343
Solomon Islands,SLB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,594701434.269778,562701060.47483,548827227.424389,597868564.071055,705439401.736855,806095347.634751,1042263707.262,1159710439.69607,1216742756.41791,1305436449.64056,1326687536.59602,1389978469.73313
Somalia,SOM,"Population, total",SP.POP.TOTL,9011479,9290823,9564167,9836397,12053223,12404725,12763776,13132349,13513125,13908129,14317996,14742523
Somalia,SOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,45728315,46385006,47026173,47648727,51584663,52263516,52998213,53767396,54539571,55291225,56015473,56717156
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,337709179496.036,352013257977.547,373168395377.514,390971363030.499,588011506180.548,617169274162.823,641412485429.985,668612472019.835,692846059015.042,710713970959.741,721683663421.52,742574427415.798
South Sudan,SSD,"Population, total",SP.POP.TOTL,6700656,6974442,7237276,7501642,10067192,10448857,10818258,11177490,11530971,11882136,12230730,12575714
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,22279384955.9546,16405058966.3089,20923367531.522,21244880012.9921,21742610770.9195,17584121064.4486,..
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46572028
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,870200274096.28,926784100267.138,998189440558.687,1048437298561.61,1467462693143.36,1472969169435.77,1485648425269.36,1512101363366.92,1561678787485.34,1613691356767.67,1687230963980.67,1769480405918.14
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18781938,18913054,19059300,19215307,20198353,20315017,20425000,20585000,20771000,20966000,21203000,21444000
Sri Lanka,LKA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,80913182110.105,81592818746.96,86365873208.079,93901239696.5153,166961841524.077,184899504319.22,203914654461.666,212971913942.786,227731627831.819,241158896157.438,254654838457.079,267877281086.062
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45374,45990,46641,47306,51445,52006,52591,53169,53739,54288,54821,55345
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,714791656.686635,768682765.682373,796484490.589451,772960934.337346,1135289902.76726,1181669938.50202,1203612422.19714,1306512751.42508,1320515783.05578,1356452658.41886,1435537362.11002,1478353455.35547
St. Lucia,LCA,"Population, total",SP.POP.TOTL,156949,158464,159763,160973,172580,173832,174835,175660,176421,177206,178015,178844
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1176064811.88461,1145130897.42019,1183027356.38617,1244976128.85063,1936235640.21818,2076454557.28718,2075863014.66755,2111346207.57252,2092525623.82369,2084747841.53483,2206894442.09013,2322270681.18001
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28384,27782,27450,27363,30235,30615,30959,31264,31530,31754,31949,32125
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107898,107988,108146,108350,109315,109341,109328,109320,109357,109455,109643,109897
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,614856989.165981,646365020.664133,697932663.022599,757540158.606806,1042852930.48968,1058714670.73699,1108312573.41769,1123390145.1676,1208103294.64424,1336279996.91896,1338300147.22895,1366424010.04586
Sudan,SDN,"Population, total",SP.POP.TOTL,27250535,27945005,28679565,29435944,34385963,35167314,35990192,36849918,37737913,38647803,39578828,40533330
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,57976350122.4251,62523419248.9421,67804064414.8199,73278226068.2677,135153486301.046,140669381805.509,137587245482.25,99332603179.3088,150417010612.43,160549534107.796,169626879888.496,181665035763.699
Suriname,SUR,"Population, total",SP.POP.TOTL,472390,477740,483044,488332,526103,531589,537077,542540,547928,553208,558368,563402
Suriname,SUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3473315862.54206,3401402658.82836,3908627068.82571,4242194251.46919,7150546920.19942,7445177858.90051,7955503194.04721,8436644059.34854,8716456844.38622,8602200539.80868,7790862008.1543,7238646772.82018
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10067744
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,259773343562.724,263929240353.338,273589376283.707,287203754640.996,401826462748.407,422589806787.44,436285524926.838,448494774346.711,460741909339.965,475339149961.237,490818519844.658,513294383130.82
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8466017
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,273542801203.405,276714998757.734,282162053621.561,294568170081.781,438863786702.459,446733508169.6,470868219119.81,496497257704.326,509076701038.649,540088581388.541,539884846967.186,555472361689.788
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16410848,16766899,17087901,17415266,21018834,20863993,20420701,19809141,19203090,18734987,18430453,18269868
Syrian Arab Republic,SYR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6216205,6327125,6447688,6576877,7641630,7815949,7995062,8177809,8362745,8548651,8734951,8921343
Tajikistan,TJK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5594685847.75994,6238244571.49877,7023357621.51528,7850267525.61151,19480622534.0398,22041323704.1279,24158290107.888,27282896139.4894,27736110297.0558,28712004960.5492,30558770018.9586,32884395726.4694
Tanzania,TZA,"Population, total",SP.POP.TOTL,34178042,35117019,36105808,37149072,46098591,47570902,49082997,50636595,52234869,53879957,55572201,57310019
Tanzania,TZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38498490716.6264,40971431615.8953,45586605110.2771,49312773644.6522,90729900568.3497,100210752121.416,106532246489.666,116766009188.807,126948898383.445,136435473750.843,148794881399.158,162247376575.931
Thailand,THA,"Population, total",SP.POP.TOTL,62958021,63543322,64073164,64554952,67208808,67530130,67843979,68143065,68416772,68657600,68863514,69037513
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,449514001252.72,471591360023.141,504514119972.393,548300697525.683,850877276311.156,891983915185.034,952546497808.879,975090605327.524,1015710509099.12,1057596964080.77,1111641772630.58,1176582622975.08
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,871607,892531,923825,960852,1109591,1131523,1156760,1184366,1212814,1240977,1268671,1296311
Timor-Leste,TLS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3049456249.06066,3315379587.18206,3780957525.74943,3196846102.64058,8039984648.17871,8893571854.98673,7663910788.29797,7844829131.80864,6616618307.51806,8835389360.19247,9020247863.64258,8209726383.93803
Togo,TGO,"Population, total",SP.POP.TOTL,4970367,5111770,5251472,5391401,6502952,6679282,6859482,7042948,7228915,7416802,7606374,7797694
Togo,TGO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4728373288.89121,4755780396.12041,4818685136.13332,5166939908.60702,7760359775.92586,8997810959.73526,9221473229.02341,9985853617.00701,10812345021.5002,11826724959.766,12297831160.8392,13395828834.3284
Tonga,TON,"Population, total",SP.POP.TOTL,98082,98611,99184,99789,104137,104577,104951,105328,105782,106364,107122,108020
Tonga,TON,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,356381154.47894,376699611.90596,405467636.999654,418347797.426276,524967770.844047,548648424.397204,564242603.413205,553161290.212707,564695727.992035,593913669.699359,619328811.013794,653656582.718264
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1267984,1272380,1277837,1284052,1328100,1334788,1341588,1348248,1354493,1360092,1364962,1369125
Trinidad and Tobago,TTO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16996867794.2446,18422110675.5816,20358253904.1084,23588025460.972,38696007675.2695,36392191403.6683,38970319162.7774,41235635333.889,41670598515.3015,45204437431.7815,42888648346.5108,41787950472.2926
Tunisia,TUN,"Population, total",SP.POP.TOTL,9699197,9785701,9864326,9939678,10639931,10761467,10886668,11014558,11143908,11273661,11403248,11532127
Tunisia,TUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,55655541950.0544,59261356555.2529,60980830739.9693,65328106800.7361,103689920157.777,103777406437.032,110476647608.062,115213202673.264,121877569730.418,125232002352.711,128617241957.648,133013477483.138
Turkey,TUR,"Population, total",SP.POP.TOTL,63240121,64191474,65143054,66085803,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020
Turkey,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,597099061199.563,577250259194.844,596184973556.07,623360450710.184,1250939840476.27,1430728379922.5,1527509825406.72,1675523371335.35,1834700892255.71,1922818326171.12,1986127492435.04,2113265344586.93
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4516131,4564080,4610002,4655741,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075
Turkmenistan,TKM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17925258428.2022,19768412450.9649,20171117583.4594,21559536329.005,45399906979.2779,52404098571.8364,59426964175.2615,67100923052.1623,75095895213.8022,83651447770.3476,93040953010.5065,99303984438.9856
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18873,20185,21742,23410,30994,31731,32431,33108,33739,34339,34900,35446
Turks and Caicos Islands,TCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9420,9512,9635,9767,10531,10628,10725,10819,10908,11001,11097,11192
Tuvalu,TUV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,44678364.7938745,55788559.5435295,39336290.5628045,49303636.8696087,50436773.521359,43427413.6537461,54431735.6232236,48385886.5534848,62817008.9440904,63420927.4393762,64697143.3409997
Uganda,UGA,"Population, total",SP.POP.TOTL,24039274,24854892,25718048,26624820,33915133,35093648,36306796,37553726,38833338,40144870,41487965,42862958
Uganda,UGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19655003328.5529,20853211364.9302,23242169690.5526,25264374010.2819,49528989659.4085,55370715714.0034,58291428763.5106,61283384999.3503,65489649939.9957,69930681817.3942,74086581833.8116,78014216161.2823
Ukraine,UKR,"Population, total",SP.POP.TOTL,49175848,48683865,48202500,47812950,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831159
Ukraine,UKR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,181358498559.317,205188348207.767,220001410823.744,246416265877.317,346460694538.698,369725094277.308,379899349167.88,385925704140.402,369061907704.537,336424870296.892,349800966082.788,378692381967.724
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3154925,3326032,3507232,3741932,8270684,8672475,8900453,9006263,9070867,9154302,9269612,9400145
United Arab Emirates,ARE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,269182915441.659,279228068000.823,279164313064.7,307077343805.462,463618122551.375,506316326003.741,539026160648.966,577281480566.26,612015496135.904,652082244119.19,680818316729.319,699509974941.48
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66022273
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1544255329415.42,1631324821926.34,1727187600108.43,1812987568483.86,2269955744959.84,2333995229813.1,2384231664942.12,2487201689181.41,2575315988110.71,2648165539470.04,2731356237770.23,2810045942494.07
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10421259000000,10788612000000,11098891000000,11591408000000,15121133000000,15802898000000,16596084000000,17073716000000,17892074000000,18581144000000,18968714000000,19607598000000
Uruguay,URY,"Population, total",SP.POP.TOTL,3321245,3327103,3327773,3325637,3374415,3385624,3396777,3408005,3419546,3431552,3444006,3456750
Uruguay,URY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,33794665353.6768,33224194745.1187,31405591143.6264,30799235745.4602,54370631867.1399,58558594372.8545,62006055895.2299,65756895854.0322,69008843856.4135,70433541533.5553,72427318237.8994,75616207116.3779
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24650400,24964450,25271850,25567650,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32387200
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,48139447504.3529,51196767893.0031,54227876883.5421,57838215748.565,122251186900.037,136295408676.256,150886306570.369,167457416596.68,182092766315.733,194128698214.98,211379915448.158,230783684277.518
Vanuatu,VUT,"Population, total",SP.POP.TOTL,185063,189290,193956,198964,236295,241871,247485,253142,258850,264603,270402,276244
Vanuatu,VUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,394293335.863381,402406098.834147,376526832.19028,398692314.663613,658085572.643487,684302150.005901,686192424.358347,752601322.19546,788924240.027173,773293506.660782,825241621.486791,876922308.34044
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24488340,24948476,25408700,25868523,29028033,29463291,29893080,30317848,30738378,31155134,31568179,31977065
