Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Kosovo,XKX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,11301765527.734,12712758434.7194,13164787345.9209,13352545771.3184,13963587861.1042,15053591102.4272,15886467600.4817,16574498672.2112,17034610345.653,17845749725.0779,18759982610.4281,20221834664.9884
Kuwait,KWT,"Population, total",SP.POP.TOTL,2050741,2109355,2143833,2169118,2207939,2276623,2377258,2503410,2652340,2818939,2998083,3191051,3395556,3598385,3782450,3935794,4052584,4136528
Kuwait,KWT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,133840068635.9,133536971401.371,133126442714.029,156820224628.187,181317779004.102,206311597103.414,232650743842.133,253188698631.476,256141861928.941,243335477724.404,237103277874.553,261909682318.451,287989538163.956,296876201937.01,309381592252.389,318782586331.531,336959727711.359,344617274121.909
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6201500
Kyrgyz Republic,KGZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7572329954.35719,8340170944.6538,8491017099.50822,9304569732.80422,10087951734.9635,10504390403.9082,11381188855.3601,12725465379.0506,13686607912.743,14211371070.2029,13945454348.3057,14393401502.2784,15968048603.3076,17405395617.8618,18754125551.5152,19743545516.2001,20568272791.3335,22422002646.7055
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5329304,5414568,5497273,5579656,5664605,5754026,5849356,5949787,6052190,6152036,6246274,6333487,6415169,6494557,6576397,6663967,6758353,6858160
Lao PDR,LAO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10067904744.5246,10910940928.8397,11763951504.1914,12469392381.3084,13843946787.1914,15575688062.0893,16881477422.6895,19046627781.2103,20679710547.9855,22837928374.6439,24181657065.2076,26541063220.8385,29451879352.0942,32532123298.9699,36001507021.4078,39023012654.558,42361978920.161,45625252999.1124
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1940740
Latvia,LVA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18959591512.6508,21198203339.607,23303214678.2713,25103645177.4653,27079517162.5398,30679963022.049,34070614198.6144,38692930790.1302,41769546735.0529,38682583916.2381,37329556167.6478,40716293117.5907,42941344149.9858,45633888376.7801,47426201562.7107,48261129004.7751,50018389103.8328,53173769019.6155
Lebanon,LBN,"Population, total",SP.POP.TOTL,3235366,3359859,3522837,3701464,3863267,3986852,4057350,4086466,4111047,4183156,4337141,4588368,4916404,5276102,5603279,5851479,6006668,6082357
Lebanon,LBN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,32734818185.0319,33998838063.0184,34220738372.0683,31501214894.3079,39851088023.4274,43563880748.7854,46435246522.4006,53349520060.9254,58503987804.0713,63521868497.6281,68984197434.0206,71578255977.8085,75035589998.9483,78264528610.7529,80644338368.1492,82183544196.8633,84417020639.7887,89346985479.4435
Lesotho,LSO,"Population, total",SP.POP.TOTL,1868699,1885955,1902312,1918097,1933728,1949543,1965662,1982287,1999930,2019209,2040551,2064166,2089928,2117361,2145785,2174645,2203821,2233339
Lesotho,LSO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3361488440.75553,4042233805.02676,4138131173.17102,4356229151.73851,4368190028.43145,4413979009.07561,4553576690.50986,5362532293.15872,5711121427.16236,5708665324.77563,5992745273.83422,6103616142.31917,6433811562.92682,6567301760.80856,6696633820.44224,6970527742.2831,7354443195.40087,7832945553.90514
Liberia,LBR,"Population, total",SP.POP.TOTL,2884522,2991132,3062863,3116233,3176414,3261230,3375838,3512932,3662993,3811528,3948125,4070167,4181563,4286291,4390737,4499621,4613823,4731906
Liberia,LBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1550044700.0013,1412180489.84646,1485103903.58285,958267021.646065,1037933436.8075,1244963057.5595,1446870052.6793,1720471992.66255,1929228396.8726,2204604801.55168,2330843165.28487,2747378544.96665,2791028308.69302,3068640165.19676,3106402402.10394,3244554881.00227,3248049212.2416,3361799646.91103
Libya,LBY,"Population, total",SP.POP.TOTL,5355751,5440566,5527515,5615952,5704759,5792688,5881435,5970362,6053078,6121053,6169140,6193501,6198258,6195970,6204108,6234955,6293253,6374616
Libya,LBY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,95244079770.0485,110607021547.421,115470145872.261,133508618157.128,149915027213.241,162984713935.175,169900710664.659,170012227269.733,179025380242.573,69433530943.1827,153823529156.682,137433808895.145,108515132159.536,102577099391.171,99303829098.7434,127126302774.867
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33286,33671,34018,34321,34596,34852,35095,35322,35541,35766,36003,36264,36545,36834,37127,37403,37666,37922
Liechtenstein,LIE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2827721
Lithuania,LTU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29062171947.4235,32389110694.447,35750856606.6075,40189972233.0507,43166737838.9692,47618193205.898,52881275739.4906,59369893935.6911,64082315034.1032,58454881499.3953,61127157701.0395,66665214259.4926,71449725164.8533,76801797518.0537,81544882972.7291,80209310943.9671,82274017973.0332,87757505756.4483
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,599449
Luxembourg,LUX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,21453417717.0165,22284982414.5795,22231998148.3726,22170286307.1012,26951746231.8818,29385801220.0392,30076235390.0279,34983861337.1954,35086723108.289,27811779083.0825,31421501258.0949,33200445476.1302,33825637688.9908,34690043272.6355,36591346599.739,38715487338.119,40528972635.082,43541936588.2122
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,427979,438081,448896,460147,471453,482559,493320,503823,514348,525313,536969,549439,562531,575841,588781,600942,612167,622567
"Macao SAR, China",MAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13209771590.5985,15073738329.6763,16648179473.1907,18661714068.0522,23453110635.5115,25876394199.3901,29010047847.2559,37764073175.0579,35762579097.5109,36973530591.6807,46065785698.487,55491749223.7671,60741599310.0761,67934614582.5458,69486427003.8076,59085434849.0499,59115547449.4353,..
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2034819,2042842,2048928,2053426,2057047,2060272,2063145,2065458,2067378,2069093,2070739,2072383,2074036,2075739,2077495,2079308,2081206,2083160
"Macedonia, FYR",MKD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12234176866.7566,12235720415.6441,12772192086.3782,13189989111.9763,14478819636.7517,15708296565.8556,17643052727.2969,18196216847.7213,21276989149.761,22417958704.3108,23042274959.503,23634779001.7868,24026859294.4468,25647227310.5356,27256168402.1148,27720474712.8358,29448478972.7707,30392969926.9487
Madagascar,MDG,"Population, total",SP.POP.TOTL,15766806,16260932,16765117,17279141,17802997,18336724,18880268,19433523,19996469,20569121,21151640,21743949,22346573,22961146,23589801,24234088,24894551,25570895
Madagascar,MDG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,17718226532.8979,19311626266.4848,17069470701.1246,19145330977.1813,20630301895.2336,22328594753.8477,24201351157.7669,26579286515.8165,29101158850.3512,27992895120.8299,28410602706.4713,29269019629.4989,30211820008.2679,31392704032.9461,33140077421.4231,34167855776.7731,35969315248.2064,38540656390.0468
Malawi,MWI,"Population, total",SP.POP.TOTL,11376172,11695863,12013711,12336687,12676038,13039711,13429262,13840969,14271234,14714602,15167095,15627618,16097305,16577147,17068838,17573607,18091575,18622104
Malawi,MWI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7645611652.67198,7442500752.93154,7737067319.32817,8339603815.48633,9031003964.77123,9648705884.44562,10427678502.096,11788948585.9383,12945263784.1925,14054556258.5426,15110821295.6223,16190322193.7146,16661659105.7795,17686796275.3501,19055104050.5455,19725068804.3231,20600213314.2317,21881672214.1951
Malaysia,MYS,"Population, total",SP.POP.TOTL,23185608,23698907,24198811,24688703,25174109,25659393,26143566,26625845,27111069,27605383,28112289,28635128,29170456,29706724,30228017,30723155,31187265,31624264
Malaysia,MYS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,275426913297.076,285762970517.625,308190986489.668,336652006195.093,370286803731.924,405734951592.814,448516230138.903,493467536169.579,522665133680.673,523996491708.492,562876248284.346,609984394638.503,646356152815.025,690156672864.588,744937817901.199,795264924029.031,839033165089.477,905879774068.298
Maldives,MDV,"Population, total",SP.POP.TOTL,280384,287027,294341,302209,310423,318836,327371,336070,345054,354501,364511,375131,386203,397397,408247,418403,427756,436330
Maldives,MDV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2066588093.4947,2072999201.38901,2264255099.60873,2604347479.45601,2855138025.36585,2562875575.5671,3333852962.39193,3215988927.20203,3700265075.67034,3519037582.32137,3771988492.80511,4246953323.89474,4494669514.81169,4809623173.27944,5340173140.49756,5599512586.91921,6019492558.26423,6698636990.43577
Mali,MLI,"Population, total",SP.POP.TOTL,10967690,11293258,11638929,12005128,12391906,12798763,13227064,13675606,14138216,14606597,15075085,15540989,16006670,16477818,16962846,17467905,17994837,18541980
Mali,MLI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12588117318.498,14288478433.7241,14741098199.1587,16891540879.3675,17637831907.7007,19400792777.0906,20837829144.0684,22374134248.4802,24005530947.9011,25309342666.1642,26564614951.1853,28098046145.1435,28237091118.1225,29588422319.0378,32439033338.3596,34893865665.484,37231266354.9654,40006403683.0414
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,465292
Malta,MLT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7415575645.11016,7788217838.90634,8182932107.19631,8300211286.32112,8570741506.54006,8691974587.30158,9073729730.59508,9804843818.94723,10452850142.0547,10044816766.1866,10933289438.905,11526803690.5802,11861854799.1017,12652941872.6796,13774972343.24,15312254504.4559,16042918196.3421,17093036751.7795
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,52159,52183,52158,52116,52074,52055,52078,52137,52218,52320,52425,52542,52663,52793,52898,52994,53066,53127
Marshall Islands,MHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,158747287.982064,170846223.780497,173948963.863687,175955969.281924,181860774.828899,194743160.121285,201149412.416277,213498217.503146,212425377.435597,209498181.999796,215889032.366015,224872243.117792,224729446.958278,241951857.644494,260602947.787159,285977120.479004,284849729.149958,295394021.868409
Mauritania,MRT,"Population, total",SP.POP.TOTL,2709359,2790729,2873228,2957117,3042823,3130720,3220653,3312665,3407541,3506288,3609543,3717672,3830239,3946170,4063920,4182341,4301018,4420184
Mauritania,MRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5971085849.17154,6010847800.75797,6566112791.34279,7061621059.51029,7664420320.65054,8568948637.44251,9948039589.01255,10568620846.6235,11029946009.5544,11217709648.1403,11544228034.8349,12159384598.5168,13014085090.0286,14131475878.3337,15235514004.8646,15442675755.9799,16162425742.9186,17258870428.8579
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613
Mauritius,MUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10352987563.2253,10965111641.252,11366439016.4367,11920034564.7806,12991909034.8866,13589086000.4,15291040021.6902,16923595555.3167,17997464512.7653,18401408754.0739,19759588240.2074,20798674896.4042,21936951969.0716,23007264384.8558,23635434352.8811,25177405234.437,26521708326.8401,28537473685.7547
Mexico,MEX,"Population, total",SP.POP.TOTL,101719673,103067068,104355608,105640453,106995583,108472228,110092378,111836346,113661809,115505228,117318941,119090017,120828307,122535969,124221600,125890949,127540423,129163276
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1037531569719.4,1053319220218.78,1073882959755.39,1112113573450.43,1195752083113.4,1300759187718.24,1432295322504.92,1557241963869.52,1650639145129.84,1641224980736.68,1748866416302.93,1900683442605.92,1984596400197.08,2014545009809.93,2128358132145.93,2122386749481.92,2188596532526.45,2290725765183.29
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107432,107165,106983,106816,106577,106196,105684,105078,104478,103960,103616,103468,103503,103702,104015,104433,104937,105544
"Micronesia, Fed. Sts.",FSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,272791348.206234,282417258.905432,287818790.180389,298049936.37908,300514816.232955,318075100.461968,327523842.09148,331772118.528959,326675973.377997,343190484.39985,346703877.047428,363992378.548973,369078610.566759,372126193.583837,370347910.229487,432304872.869552,428838278.175974,444062812.984507
Moldova,MDA,"Population, total",SP.POP.TOTL,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566,3556397,3554108,3551954,3549750
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6807853915.1324,7736371770.79099,8478298109.92439,9669019397.67685,10778359654.3951,11859504936.9495,12784425118.2096,13221142639.3671,14597700600.3882,13299430404.8008,14787863158.4697,16102758556.6803,16731882437.4488,18551829536.2664,19686566960.7023,19234286128.7095,20308550169.5523,21501163250.7634
Monaco,MCO,"Population, total",SP.POP.TOTL,32082,32360,32629,32933,33314,33793,34408,35111,35853,36534,37094,37497,37783,37971,38132,38307,38499,38695
Monaco,MCO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2397436,2419776,2443659,2469286,2496832,2526446,2558012,2591670,2628131,2668289,2712650,2761516,2814226,2869107,2923896,2976877,3027398,3075647
Mongolia,MNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8805377244.33371,9299803552.32343,9873256951.62886,10732416090.3785,12219622687.8185,13324016370.8936,15030598503.9741,16830446129.1948,18537899011.3567,18216297086.4086,18835306939.1683,22505271782.4175,25888698054.5577,30031790142.8663,32113783679.4347,33208154416.7474,34582776340.6832,34369642551.3483
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622471
Montenegro,MNE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3814314984.07068,4323211134.73182,4572037079.13728,4750664185.70517,5055709457.86332,5163084148.18543,6533891835.30152,7753789151.43811,8650173555.47258,8066170910.96227,8395290882.58795,9046283112.54053,8749490200.59708,9417502922.95709,9684803757.89035,10380979170.2026,11119910597.543,11923183922.8017
Morocco,MAR,"Population, total",SP.POP.TOTL,28849621,29181832,29512368,29843937,30179285,30521070,30869346,31225881,31596855,31989897,32409639,32858823,33333789,33824769,34318082,34803322,35276786,35739580
Morocco,MAR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,101610791482.529,111656541461.041,117284550331.147,127028853325.739,137296134997.093,147146291895.343,162970744375.356,173555402931.012,187714905191.285,194860438290.107,204771170622.524,219272498095.561,229255827161.436,245153299571.055,254133090969.074,270858751227.165,276292057634.6,292611525457.747
Mozambique,MOZ,"Population, total",SP.POP.TOTL,18067687,18588758,19139658,19716598,20312705,20923070,21547463,22188387,22846758,23524063,24221405,24939005,25676606,26434372,27212382,28010691,28829476,29668834
Mozambique,MOZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7733561722.72462,8833343139.35011,9014904154.39949,10797263989.361,11784844408.7854,13186794654.373,14465126879.8697,16180361939.825,17769810011.1768,19656532498.5515,21048562826.743,23467220531.9072,25867435172.0648,28198802001.8737,30586408011.0061,32684878235.5521,34220999935.2528,35745142839.5825
Myanmar,MMR,"Population, total",SP.POP.TOTL,46095462,46627994,47140220,47624894,48073707,48482614,48846474,49171586,49479752,49800690,50155896,50553031,50986514,51448196,51924182,52403669,52885223,53370609
Myanmar,MMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,47716896625.5997,54306327175.7445,61788569660.1152,71752392635.2414,83735295669.9673,98140849210.3813,114407144130.291,131552844878.483,147881182310.541,164736692579.976,182820540037.75,197034773408.762,206862942836.988,229322853490.04,248364503884.912,270230503637.385,292589523854.641,311247943759.037
Namibia,NAM,"Population, total",SP.POP.TOTL,1899257,1933596,1962147,1986535,2009228,2032196,2055734,2079915,2106375,2137040,2173170,2215621,2263934,2316520,2370992,2425561,2479713,2533794
Namibia,NAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9270278219.03271,9509372110.48245,10222659438.8157,11259929685.9458,12569563922.5026,12932903424.0767,14403401409.5615,15573498375.4608,16337173145.8493,16467447095.1947,17323826274.5548,18802155661.2605,19847157840.6741,22038610890.5368,23971552379.9966,25647656410.0207,25683208950.274,26156085285.4724
Nauru,NRU,"Population, total",SP.POP.TOTL,10037,10052,10080,10106,10126,10114,10071,10002,9947,9945,10025,10057,10279,10821,11853,12475,13049,13649
Nauru,NRU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,52295124.4937603,55339510.5360188,66391187.4543934,75417448.5751204,82081790.6299374,99179229.4281766,137977228.238503,187188254.214739,201960780.759473,228525993.096285,245192386.234036
Nepal,NPL,"Population, total",SP.POP.TOTL,23740911,24161777,24566342,24950623,25309449,25640287,25940618,26214847,26475859,26741103,27023137,27327147,27649925,27985310,28323241,28656282,28982771,29304998
Nepal,NPL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29079468487.201,31176311583.1163,31529771618.0159,33425265667.6625,35889067716.4555,38560047170.1931,41278674565.207,43937534760.826,47512232870.017,50149506031.272,52983710927.2424,55810345453.6615,59705495328.0108,63153968754.256,68743057602.2867,71755458708.9959,72903112527.6496,79431550716.2383
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17132854
Netherlands,NLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,511195651319.55,523824221143.996,546473770151.51,551700692752.913,583806380298.933,604231897175.354,674005509288.33,718486263034.441,739907404676.948,728605411624.36,746090101408.325,783057537392.428,798694335814.306,829249805178.371,817617006965.893,834272428413.948,850386650187.231,901869939318.211
New Caledonia,NCL,"Population, total",SP.POP.TOTL,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550,280460
New Caledonia,NCL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900
New Zealand,NZL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,78263633178.5569,82957355031.6826,87388237408.4558,91921198189.3055,96761246143.0375,99289250814.3323,108396286919.831,115279551134.454,117980102085.652,126678281352.853,129269049408.505,137009855880.047,139354061387.169,154323817980.759,161144697479.75,165867539352.864,174540453572.63,189629082981.554
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5026796,5100750,5171734,5240879,5309703,5379328,5450211,5522106,5594506,5666581,5737723,5807820,5877108,5945747,6013997,6082035,6149928,6217581
Nicaragua,NIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13226256732.3139,13846552486.7898,14250112397.3367,14934361743.593,16228862949.5948,17638531251.9452,18713829660.132,20303026575.0086,21962659103.383,21397164679.4252,22617803144.587,24545188250.1326,26620566544.4795,28385076983.918,30282925737.4191,32419359883.6522,34114464538.0154,35298158639.0237
Niger,NER,"Population, total",SP.POP.TOTL,11352973,11771976,12206002,12656870,13127012,13618449,14132064,14668338,15228525,15813913,16425578,17064636,17731634,18426372,19148219,19896965,20672987,21477348
Niger,NER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6717925577.39644,7369765815.60476,7680585638.62636,8262005534.78475,8543636109.6968,9228632374.35712,10095435088.3114,10685568153.1418,11898943086.6254,11869218537.6254,13002613862.5323,13573029438.3778,15278057189.8479,16266131542.4203,17907922587.2028,18836106700.5082,20008805774.6777,21355577452.2802
Nigeria,NGA,"Population, total",SP.POP.TOTL,122352009,125463434,128666710,131972533,135393616,138939478,142614094,146417024,150347390,154402181,158578261,162877076,167297284,171829303,176460502,181181744,185989640,190886311
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,239603048216.156,267601137445.784,278771965628.451,310246791962.453,426799225700.471,452182024626.056,554245312740.874,583199170246.446,630799513624.248,670068834843.554,757872423681.825,809485215579.661,866143160345.681,926005324016.095,1019169489292.16,1065274537748.34,1066667677460.35,1084539443931.02
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,69094,69388,68763,67422,65663,63744,61688,59513,57431,55674,54424,53786,53718,54036,54468,54816,55023,55144
Northern Mariana Islands,MNP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5190239,5234519,5282223
Norway,NOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,163744425122.04,170851876004.234,172786645952.789,176961583090.935,195531186977.737,223283781244.711,252259533805.73,262236633022.188,292751409510.546,268961998995.782,286311257758.082,310285248850.126,330815080305.209,344244308199.849,349842613934.341,333636448629.817,322635672802.175,335554774686.445
Oman,OMN,"Population, total",SP.POP.TOTL,2267991,2294787,2334285,2385255,2444751,2511269,2582991,2662762,2759014,2882942,3041460,3237268,3464644,3711481,3960925,4199810,4424762,4636262
Oman,OMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,75984849231.2243,81387011119.0632,80347041812.3565,81734713696.2191,85930448726.8404,89125666192.1663,89901217218.9386,105430466128.378,113710790455.405,119659939825.219,126845746005.314,128052701201.132,142995407390.791,154428220745.636,159312029905.558,174730823147.99,184751376284.957,186549508645.568
Pakistan,PAK,"Population, total",SP.POP.TOTL,138523285,141601437,144654143,147703401,150780300,153909667,157093993,160332974,163644603,167049580,170560182,174184265,177911533,181712595,185546257,189380513,193203476,197015955
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,378922806811.068,395078315555.594,421736483116.71,462576357519.435,505830364697.855,561377910469.78,612899643028.769,658852178111.981,684938407563.317,714272628425.917,743097870834.516,784383239309.486,832217599799.386,883026219765.836,945236289216.294,1004747798608.93,1074097407257.12,1148420446241.2
Palau,PLW,"Population, total",SP.POP.TOTL,19175,19404,19574,19700,19804,19906,20012,20116,20228,20342,20470,20599,20758,20920,21094,21288,21503,21729
Palau,PLW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,173943493.600165,187360800.586889,194163918.116731,198125795.624409,218727612.560941,246217124.832383,241968019.774963,249796507.398552,234465407.500746,237254592.738845,235873484.548232,257493784.226509,268686666.916019,262289526.544697,277740655.451723,297997109.706159,308036109.771221,303086851.502547
Panama,PAN,"Population, total",SP.POP.TOTL,3030347,3089684,3149265,3209174,3269541,3330465,3391905,3453807,3516268,3579385,3643222,3707782,3772938,3838462,3903986,3969249,4034119,4098587
Panama,PAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,24520704958.3631,25089965949.6781,26917289175.2116,27742403350.5176,30168591587.8697,33254241611.0502,37277623111.5243,42363430281.9404,47787043257.8095,48535323404.3333,50676669044.1916,59623957560.3279,66207340247.097,71255781671.7519,76928638812.8557,77404363902.5237,81309746156.0388,89700850896.41
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5572222,5716152,5862316,6010724,6161517,6314709,6470272,6627922,6787187,6947447,7108239,7269348,7430836,7592865,7755785,7919825,8084991,8251162
Papua New Guinea,PNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11370948343.9911,11381893736.4031,11609396263.0197,11577813389.545,12513200850.7888,14102591840.0777,14430569911.4958,16851065998.726,17504551755.966,18868310868.8294,20438745766.3965,21528235892.7229,22972223648.4682,24336828257.7521,29047612019.9535,30780931318.2106,31976564236.3186,33318739303.9138
Paraguay,PRY,"Population, total",SP.POP.TOTL,5302700,5406624,5508611,5607950,5703740,5795494,5882796,5966159,6047117,6127837,6209877,6293783,6379219,6465740,6552584,6639119,6725308,6811297
Paraguay,PRY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,22108562039.4294,22824721974.8737,23842398803.9334,23135906905.4052,25175064371.9877,26611256692.6956,29882284389.5122,34259633851.4043,37602327693.2947,35823023438.5142,41224718927.3903,44824601376.0354,44301173452.0354,51859027931.3029,55762924729.464,57721021033.8289,60890290491.9301,62521568722.1965
Peru,PER,"Population, total",SP.POP.TOTL,25914879,26261363,26601467,26937738,27273194,27610410,27949944,28292724,28641980,29001507,29373646,29759989,30158966,30565716,30973354,31376671,31773839,32165485
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,131792210147.341,136476174751.52,145316543237.117,152816707162.29,161605233655.22,175124467294.081,190233638953.319,212741406970.051,238857500699.044,245058813277.417,265497471127.178,287671900500.838,315303970635.503,344006517913.928,359754836073.38,379802109485.697,396822607397.974,414693397879.175
Philippines,PHL,"Population, total",SP.POP.TOTL,77991569,79665315,81352060,83031954,84678493,86274237,87809419,89293490,90751864,92220879,93726624,95277940,96866642,98481032,100102249,101716359,103320222,104918090
Philippines,PHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,306061963781.268,324638825286.274,342984938890.78,365655777904.565,400000181398.467,435245839480.86,469027709220.278,510208889481.54,543351517339.361,572386080181.277,619508201357.599,651365770268.036,711978752738.853,780932821269.903,841635476417.182,900689296512.07,970186200037.564,1052535404543.17
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37975841
Poland,POL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,405772625414.302,423616173834.393,448875010765.115,463716172457.503,493499386693.376,521487795801.552,565654536874.762,620461733250.721,684958498960.235,713497714686.516,775393314444.701,841506497082.308,878843738447.629,911939819925.144,940162137507.908,975691602185.999,998603147254.124,1069877702096.81
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10293718
